,venue,locality,postal_code,street,country,latitude,longitude,venue_website
/venues/147003,Café Belvedere,Fribourg,1700,Grand-Rue 36,Switzerland,46.80493,7.1651,http://cafedubelvedere.ch/
/venues/495171,Sempach Festhalle,Luzern,,,Switzerland,,,
/venues/3405414,Baloise Session,Basel,,,Switzerland,47.5596,7.58858,
/venues/3484424,GDS.FM,Zürich,,,Switzerland,47.37689,8.54169,http://gds.fm
/venues/3823859,Le XXeme,Fribourg,1700,Avenue de Tivoli 3,Switzerland,46.80452,7.1525,http://www.xxe.ch/cms/page.php
/venues/1533603,Cantina Canetti,Locarno,6600,Via Duni 1,Switzerland,46.16869,8.79488,
/venues/1562518,Kkthun,Bern,3600,,Switzerland,46.75352,7.62244,
/venues/1722838,Space 9,Zürich,CH-8048,Hohlstrasse 452,Switzerland,47.38908,8.49605,
/venues/1929399,Overground Festival,Geneva,,,Switzerland,,,
/venues/639896,"Sperber, Hotel Basel",Basel,,,Switzerland,,,
