,venue_id,linked_venue_id,venue,locality,latitude,longitude
2222,/venues/2128629,/venues/2128629,Gang,Zürich,,
2223,/venues/4420302,/venues/4420302,Gannet,Basel,47.5778,7.586819999999999
2224,/venues/4386074,/venues/4386074,Ganz Boats,Zürich,,
2225,/venues/3012864,/venues/3012864,Ganz Yachting,Zürich,47.35006,8.56131
2226,/venues/2289079,/venues/2289079,Garage,Locarno,46.19849,9.02692
2227,/venues/1620403,/venues/1620403,Garage,Basel,,
2228,/venues/1265106,/venues/1265106,Garage,Aarau,47.39265,8.04316
2229,/venues/4380652,/venues/4380652,Garage 8,Olten,47.34795,7.90195
2230,/venues/3725779,/venues/3725779,Garage Club,Bern,46.84328,8.18219
2231,/venues/417676,/venues/417676,Garage Music,Zürich,,
2232,/venues/2547694,/venues/2547694,Garage Music Castione,Zürich,46.22471,9.04179
2233,/venues/936391,/venues/936391,Garden Club,Winterthur,47.49822,8.7236
2234,/venues/4316789,/venues/4316789,Garden Parties,Lausanne,,
2235,/venues/3141674,/venues/3141674,Gare Cff,Bern,46.94797,7.44745
2236,/venues/772831,/venues/772831,Gare Cff,Geneva,46.23701,6.10916
2237,/venues/1650623,/venues/1650623,Gare Cff,Sierre,46.29211,7.53218
2238,/venues/593616,/venues/593616,Gare Cff,Lausanne,46.5174,6.62828
2239,/venues/4274009,/venues/4274009,Gare Cornavin,Geneva,,
2240,/venues/593496,/venues/593496,Gare De Geneve,Geneva,46.20835,6.14674
2241,/venues/2088739,/venues/2088739,Gare Du Nord - Theatersaal,Basel,47.56739,7.6071399999999985
2242,/venues/4366885,/venues/4366885,Gare Génève Eaux-Vives,Geneva,,
2243,/venues/4274024,/venues/4274024,Gare Nyon,Nyon,46.38327,6.23479
2244,/venues/593611,/venues/593611,Gare Routiere,Geneva,46.20835,6.14674
2245,/venues/2779143,/venues/2779143,Gare Routière Aéroport de Genève,Geneva,46.23701,6.10916
2246,/venues/804281,/venues/804281,Gare de Lion,Wil,47.46128,9.03267
2247,/venues/59804,/venues/2088739,"Gare du Nord, Bahnhof für Neue Musik",Basel,47.56739,7.6071399999999985
2248,/venues/3613379,/venues/3613379,Gartenbad St. Jakob & Das Viertel Club,Basel,47.53967,7.62062
2249,/venues/3975679,/venues/3975679,Gartenbad St. Jakob & Provisorium Club,Basel,47.55694,7.58881
2250,/venues/4316824,/venues/4316824,Gartenfest,Bern,,
2251,/venues/2324624,/venues/2324624,Gartenfestival,Bern,,
2252,/venues/722796,/venues/722796,Gaserk,Winterthur,,
2253,/venues/4136399,/venues/4136399,Gaskessel,Bern,46.93835,7.4424
2254,/venues/4414939,/venues/4414939,Gassenklänge,St. Gallen,,
2255,/venues/4366848,/venues/4366848,Gasthaus Albisgütli,Zürich,47.35204,8.50842
2256,/venues/2929448,/venues/2794028,Gasthaus Grünenwald,Luzern,46.81993,8.406989999999999
2257,/venues/3631589,/venues/3631589,Gasthaus Richisau,Zürich,47.02316,8.9118
2258,/venues/3754579,/venues/3754579,Gasthaus Schlosshalde,Winterthur,47.54004000000001,8.768139999999999
2259,/venues/4356429,/venues/4356429,"Gasthaus zum Löwen, Glattfelden",Zürich,47.5603,8.49666
2260,/venues/4416086,/venues/4416086,Gasthof EBERG,Olten,47.33583,7.94389
2261,/venues/2958438,/venues/2958438,Gasthof Zum Lamm,Bern,46.72374,7.623360000000001
2262,/venues/3699974,/venues/3699974,Gasthof zum Löwen,Zürich,47.26804,8.64039
2263,/venues/4419351,/venues/4419351,Gastrowärchstatt GmbH,Zürich,47.04022,9.06736
2264,/venues/722816,/venues/722816,Gaswerk,Zürich,,
2265,/venues/3072259,/venues/3399244,Gaswerk Eventbar,Basel,47.02978,8.6291
2266,/venues/3399244,/venues/3399244,Gaswerk Eventbar,Schwyz,47.02978,8.6291
2267,/venues/60548,/venues/60548,Gaswerk Kulturzentrum,Winterthur,47.49455,8.70776
2268,/venues/1499308,/venues/1499308,Gate 14,Weinfelden,,
2269,/venues/1554433,/venues/1554433,Gate 17,Weinfelden,,
2270,/venues/2147599,/venues/2147599,Gate 24,Weinfelden,,
2271,/venues/3088769,/venues/4201719,"Gate 27, Theaterstr. 27",Winterthur,47.50389000000001,8.72846
2272,/venues/2736828,/venues/2736828,Gate 68,Solothurn,47.20866,7.53795
2273,/venues/4201719,/venues/4201719,Gate27 Auditorium,Winterthur,47.50389000000001,8.72846
2274,/venues/3977044,/venues/3977044,Gate54,Baden,47.47113,8.306189999999999
2275,/venues/4379388,/venues/4379388,Gatschiefer Open-Air,Davos,,
2276,/venues/4348821,/venues/4348821,Gaulihütte,Brienz,,
2277,/venues/291296,/venues/291296,Gehla Chur,Chur,,
2278,/venues/4391647,/venues/4391647,Gehörlosenzentrum Oerlikon,Zürich,47.40592,8.54715
2279,/venues/4104419,/venues/4104419,Gelände Tissot Arena,Biel,47.15578,7.28005
2280,/venues/4389675,/venues/4389675,Gelände Wichensteinstrasse,Altstätten,47.32956,9.55414
2281,/venues/4381451,/venues/4381451,Gemeinde für Christus GfC Frutigen,Frutigen,46.58487,7.64105
2282,/venues/4271409,/venues/4271409,Gemeindepark,Langenthal,,
2283,/venues/3792694,/venues/3792694,Gemeinderatssaal,Dietikon,,
2284,/venues/1564843,/venues/1564843,Gemeindesaal,Zürich,47.15335,8.3239
2285,/venues/2936218,/venues/2936218,Gemeindesaal Gamprin,Rorschach,47.47312,9.49332
2286,/venues/4350314,/venues/4350314,Gemeindesaal Hohsteg,Swiss Alps,46.59607000000001,7.90826
2287,/venues/1577339,/venues/1577339,Gemeindesaal Malters,Luzern,47.05073,8.30449
2288,/venues/4043269,/venues/4043269,Gemeindesaal Obstgarten,Stäfa,47.24176,8.732000000000001
2289,/venues/4393357,/venues/4393357,Gemeindesaal Schüpfheim,Luzern,46.95298,8.01789
2290,/venues/4371913,/venues/4371913,Gemeindesaal Zweisimmen,Obersimmental-Saanen,46.55089,7.37661
2291,/venues/2870043,/venues/2870043,Gemeindeschulhaus,Zofingen,47.28589,7.95523
2292,/venues/4233309,/venues/2906373,Gemeindezentrum Lötschberg,Bern,46.69035,7.67531
2293,/venues/1609828,/venues/1609828,Gena Festival,Geneva,46.16915,6.00245
2294,/venues/4299429,/venues/4299429,Generationenfestival,Bern,46.75352,7.622439999999999
2295,/venues/1072566,/venues/1072566,Generations Jazzfestival,Winterthur,47.55992,8.89383
2296,/venues/130434,/venues/130434,Geneva Arena,Geneva,46.23466,6.11377
2297,/venues/3069994,/venues/3069994,Geneva Art Festival,Geneva,46.19839,6.1423
2298,/venues/1490563,/venues/1490563,Geneva Club,Geneva,,
2299,/venues/3369229,/venues/3369229,Geneva Lake Festival,Geneva,,
2300,/venues/1527003,/venues/1527003,Genf,Geneva,,
2301,/venues/418541,/venues/418541,Genf Reithalle,Payerne,,
2302,/venues/4033899,/venues/83369,Genossenschaft Eisenwerk,Winterthur,47.56107,8.893930000000003
2303,/venues/1343721,/venues/1343721,Gentlemen's Club,Luzern,,
2304,/venues/3102774,/venues/3102774,George Bar & Grill,Zürich,47.37299,8.53389
2305,/venues/3804204,/venues/3804204,Geroldsgarten,Zürich,,
2306,/venues/1779243,/venues/1779243,Geroldstrasse 5,Zürich,,
2307,/venues/2575093,/venues/2575093,Gersag,Luzern,47.0778,8.27853
2308,/venues/3924174,/venues/3924174,Gessnerallee,Zürich,47.37476,8.53471
2309,/venues/3325419,/venues/3325419,Gessnerallee Zürich Halle,Zürich,47.37477,8.53468
2310,/venues/2936213,/venues/3924174,"Gessnerallee Zürich, Nordflügel",Zürich,47.37476,8.53471
2311,/venues/3411834,/venues/3411834,Gewerbeausstellung,Schwyz,47.04806,8.549719999999999
2312,/venues/1379846,/venues/1379846,Gewerbehalle,Luzern,,
2313,/venues/4400807,/venues/4400807,Gewächshaus Hefenhofen,Amriswil,,
2314,/venues/2629118,/venues/2629118,Gewürzmühle,Zug,47.18113,8.50234
2315,/venues/1383476,/venues/1383476,Ggs 31,Winterthur,,
2316,/venues/4359184,/venues/4359184,Giardino Club Uitikon,Zürich,,
2317,/venues/3341064,/venues/3341064,Giardino Unplugged,Basel,47.5596,7.58858
2318,/venues/3512409,/venues/3512409,Gidon Kremer Anniversary Tour,Laufen,47.42042,7.500489999999999
2319,/venues/3891199,/venues/3891199,Giesserei Gesewo,Winterthur,,
2320,/venues/2290199,/venues/2290199,Giesserei Oerlikon,Zürich,47.40876,8.53757
2321,/venues/4411715,/venues/4411715,Ginial-Bar,St. Gallen,47.55697,9.36788
2322,/venues/4303889,/venues/4303889,Gino's Kunstcafe,Wil,47.46654,9.04842
2323,/venues/3947699,/venues/3947699,Giovani per l'Africa,Locarno,,
2324,/venues/3647139,/venues/3647139,Gipfelrestaurant Weisshorn,Arosa,46.78237,9.67991
2325,/venues/4366028,/venues/4366028,Girons de Jeunesses Lussy,Fribourg,46.80256,7.1646899999999984
2326,/venues/2282859,/venues/2282859,Gisi Squat,Winterthur,,
2327,/venues/4346483,/venues/4346483,Gkb Auditorium,Chur,46.8511,9.52912
2328,/venues/1477998,/venues/1477998,Glanz Und Gloria,Zürich,47.42329,8.54227
2329,/venues/392111,/venues/392111,Glashaus,Basel,47.26532,8.17705
2330,/venues/1236021,/venues/1236021,Glasshouse,Bulach,,
2331,/venues/1474648,/venues/1474648,Glattfelden,Zürich,,
2332,/venues/4390292,/venues/4390292,Gleis 1,Zürich,47.36849,8.68166
2333,/venues/1527513,/venues/1527513,Gleis 13,Luzern,,
2334,/venues/723106,/venues/723106,Gleis 13,Basel,,
2335,/venues/4315584,/venues/4315584,Gleis 21,Dietikon,,
2336,/venues/4336217,/venues/4336217,Gleis 5,Luzern,47.03825,8.18188
2337,/venues/3094484,/venues/3094484,Gleis 9,Zürich,47.41074,8.54083
2338,/venues/4351827,/venues/4351827,Gleis1,Uster,47.36936,8.68649
2339,/venues/2943458,/venues/2943458,Gleiswerk,Bern,46.75142,7.63312
2340,/venues/2974473,/venues/2943458,Gleiswerk Die Eventfabrik,Bern,46.75142,7.63312
2341,/venues/4376359,/venues/4376359,Glen Fleadh,Lugano,,
2342,/venues/3141324,/venues/3141324,Gletscherspalte,Luzern,46.82003,8.406989999999999
2343,/venues/91851,/venues/91851,Glies 6,Schaffhausen,,
2344,/venues/4262529,/venues/4262529,Globepaddler Bielersee,Biel,47.1282,7.23491
2345,/venues/4057259,/venues/4057259,Globul,Bulle,46.62639,7.06687
2346,/venues/843631,/venues/843631,Globull,Bulle,46.62652,7.0674600000000005
2347,/venues/3358309,/venues/3358309,Gloria Theater Säckingen,Winterthur,,
2348,/venues/4336470,/venues/4336470,GloryFestival,Bern,46.94262,7.426
2349,/venues/794486,/venues/794486,Glow Club,St. Gallen,,
2350,/venues/3369564,/venues/3369564,Glücklich Festival,Luzern,47.05017,8.30931
2351,/venues/2012454,/venues/2012454,Go West Saloon,Aarau,47.39674,8.06409
2352,/venues/2500619,/venues/2500619,Go-In,Bern,46.8829,8.0161
2353,/venues/4211994,/venues/4211994,Goba Festival,Appenzell,,
2354,/venues/4043829,/venues/4043829,Goldauerhof,Schwyz,47.04977,8.54475
2355,/venues/2665483,/venues/2665483,Golden Gate Bar,Zürich,47.38003,8.526710000000001
2356,/venues/337781,/venues/337781,Golden Rose Of Montreux,Montreux,,
2357,/venues/100804,/venues/100804,Golden Tulip,Montreux,,
2358,/venues/2658193,/venues/2658193,Goldener Anker,Bern,46.68738,7.86955
2359,/venues/3459109,/venues/3459109,Golf & Sporthotel Hof Maran,Arosa,46.78829,9.68313
2360,/venues/419351,/venues/419351,Goliath 12,Zürich,,
2361,/venues/460311,/venues/460311,Goliath-Rave Olympia,Basel,,
2362,/venues/3903024,/venues/3903024,Gommer Openair Lax,Sierre,46.38342,8.09874
2363,/venues/3934849,/venues/3934849,Gonewild Garacho,Winterthur,47.57415,8.91917
2364,/venues/4269514,/venues/4269514,Gonzen Bergwerk,Mels,,
2365,/venues/1502028,/venues/1502028,Gonzo,Zürich,47.38007,8.5277
2366,/venues/3217023,/venues/3217023,Goscho,Bern,46.93941,7.471189999999999
2367,/venues/3278364,/venues/3278364,Gottardo 2016,Geneva,46.20853,6.14288
2368,/venues/1581403,/venues/1581403,Gotthard Bar,Zürich,47.37713,8.52623
2369,/venues/4214379,/venues/4214379,Goudron Bike Days,Sierre,46.30605,7.95397
2370,/venues/2896933,/venues/2896933,Goulag Festival,Fribourg,46.78862,7.15993
2371,/venues/4415079,/venues/4415079,Goya Onda,Morlon,46.62635,7.0938
2372,/venues/36158,/venues/36158,Grabenhalle,St. Gallen,47.42732,9.37416
2373,/venues/361761,/venues/361761,Graffitti,Bern,,
2374,/venues/4273514,/venues/4273514,Gran Finale Cocktail Bar,Zürich,47.37082,8.52395
2375,/venues/2833948,/venues/2833948,Gran Masta Park,Frutigen-Niedersimmental,,
2376,/venues/2619338,/venues/2619338,Grand Ballroom,Luzern,47.05004,8.30893
2377,/venues/1983394,/venues/1983394,Grand Cafe,Zug,,
2378,/venues/509511,/venues/509511,Grand Casino,Basel,47.57421,7.563110000000001
2379,/venues/46352,/venues/98757,Grand Casino,Geneva,46.21018,6.15088
2380,/venues/2730788,/venues/953141,Grand Casino Luzern,Luzern,47.05504000000001,8.31707
2381,/venues/3180614,/venues/3180614,Grand Central,Geneva,46.21704,6.10369
2382,/venues/3172424,/venues/3172424,Grand Central/quartier De L'etang,Geneva,46.21226,6.10527
2383,/venues/3537059,/venues/3537059,Grand Hotel Hof Ragaz,Chur,47.00045,9.50254
2384,/venues/2788458,/venues/2788458,Grand Hotel Kronenhof,St. Moritz,46.49351,9.90107
2385,/venues/2981048,/venues/2981048,Grand Hotel Villa Castagnola,Lugano,45.98742,8.938460000000003
2386,/venues/3688559,/venues/3688559,Grand Resort Bad Ragaz,Chur,47.00045,9.50267
2387,/venues/123541,/venues/123541,Grand Sale,Montreux,,
2388,/venues/96701,/venues/96701,Grand Salle,Lausanne,,
2389,/venues/2723023,/venues/2723023,Grand Théâtre de Genève,Geneva,46.19839,6.1423
2390,/venues/1011066,/venues/1011066,Grand V Rock,Lausanne,46.5412,6.64795
2391,/venues/461991,/venues/461991,Grand Vennes,Lausanne,,
2392,/venues/2870063,/venues/2870063,Grand-places,Fribourg,46.80978,7.16684
2393,/venues/4376731,/venues/4376731,Grande Salle,Bex,46.2516,7.01042
2394,/venues/1051496,/venues/1051496,Grande Salle De Vennes,Lausanne,,
2395,/venues/3349774,/venues/3349774,Grande Salle de JUSSY,Geneva,46.23477000000001,6.2652199999999985
2396,/venues/4414313,/venues/4414313,Grande Salle de Penthaz,Lausanne,46.6045,6.53602
2397,/venues/4400396,/venues/33268,"Grande Salle, La Case à Chocs",Neuchatel,46.98999,6.92927
2398,/venues/3655084,/venues/3655084,Grande salle de Vuarrens,Lausanne,,
2399,/venues/4011834,/venues/4011834,Grandhotel Giessbach,Brienz,46.72634,8.053460000000001
2400,/venues/417696,/venues/417696,Grange Aux Concerts,Cernier,,
2401,/venues/2220724,/venues/2220724,Graum,Uster,47.34731,8.72203
2402,/venues/4414832,/venues/4414832,Greco im Gässli in Rodels,Chur,,
2403,/venues/3734579,/venues/3734579,Green Bar,Lugano,46.03783,8.9279
2404,/venues/2638278,/venues/2638278,Green Fields Festival,Bern,46.68738,7.86955
2405,/venues/2603173,/venues/2638278,Greenfield,Bern,46.68738,7.86955
2406,/venues/2924088,/venues/2924088,Greenfield Festival,Bern,46.67639000000001,7.878889999999998
2407,/venues/4118089,/venues/4118089,Greengo Club,Martigny,46.4742,7.28837
2408,/venues/3306119,/venues/3306119,Greinergässli,Luzern,46.88213,8.64284
2409,/venues/2974178,/venues/2974178,Grenchenberg,Grenchen,47.19359,7.39545
2410,/venues/1498913,/venues/1498913,Grendel,Luzern,47.05346,8.307730000000001
2411,/venues/3931654,/venues/3931654,Grenzlandfäascht Kriessern,St. Gallen,,
2412,/venues/1986144,/venues/1986144,Grenzwert,Basel,47.56075,7.59146
2413,/venues/2283264,/venues/1986144,Grenzwert Bar,Basel,47.56075,7.59146
2414,/venues/2539429,/venues/2539429,Griechisch-Orthodoxe Kirche Agios Dimitrios,Zürich,47.38698,8.53459
2415,/venues/3187014,/venues/3187014,Grienen Bar,Winterthur,47.47038,8.76591
2416,/venues/2978128,/venues/2978128,Grienhalle,Basel,47.40873,7.538639999999999
2417,/venues/1461068,/venues/1461068,Grill the Hill,Lausanne,,
2418,/venues/4390478,/venues/4390478,"Grimentz, Switzerland",Sierre,46.17031,7.56906
2419,/venues/4347767,/venues/4347767,Gringo Club,Montreux,,
2420,/venues/4296594,/venues/4296594,Grizzly,Bern,46.75427,7.535239999999999
2421,/venues/3762934,/venues/3762934,Grizzly's Bar Hotel Piz-Buin,Chur,46.8699,9.88287
2422,/venues/4364160,/venues/4364160,Groove Now,Basel,47.552,7.59057
2423,/venues/916396,/venues/916396,Groovebox Dachstock,Bern,,
2424,/venues/3853189,/venues/3853189,Grooveclub,Schaffhausen,47.64319,8.60683
2425,/venues/2029769,/venues/2029769,"Gross Halle, Reitschule",Bern,46.953,7.44088
2426,/venues/342956,/venues/342956,Grosse Allmend,Winterthur,47.56433,8.88701
2427,/venues/3489444,/venues/3489444,Grosse Allmend,Bern,46.94797,7.44745
2428,/venues/3840964,/venues/3840964,Grosse Reithalle,Winterthur,47.49552,8.73198
2429,/venues/3021544,/venues/474766,Grosser Casinosaal,Zug,47.16458,8.5139
2430,/venues/936321,/venues/936321,Grosser Konzertsaal,Solothurn,47.20985,7.5362399999999985
2431,/venues/3184639,/venues/3184639,Grosser Konzertsaal HKB,Bern,46.94797,7.44745
2432,/venues/3550724,/venues/3550724,Grosser Vortragssaal Des Kunsthauses,Zürich,47.37024,8.548160000000001
2433,/venues/1188686,/venues/1188686,Grossmünster,Zürich,47.37037,8.544360000000001
2434,/venues/2107989,/venues/2107989,Grossraumdisco,Biel,,
2435,/venues/3966294,/venues/3966294,Grotto Pergola,Biasca,46.39953,8.87565
2436,/venues/106650,/venues/106650,Große Bühne,Basel,,
2437,/venues/846531,/venues/69432,"Großer Saal, Dynamo",Zürich,47.3834,8.53938
2438,/venues/418056,/venues/418056,Grunau Restaurant,Solothurn,47.1711,7.57331
2439,/venues/4262954,/venues/4262954,Grund Openair,Luzern,,
2440,/venues/4402206,/venues/4402206,Grunderinseli,Bern,46.73822,7.63029
2441,/venues/3481719,/venues/3481719,Grundlos Bar,Biel,47.13678,7.24679
2442,/venues/4394242,/venues/4394242,Gränchner Musigbar,Grenchen,47.19193,7.3951600000000015
2443,/venues/3760774,/venues/3760774,Gränni,Bern,46.94797,7.44745
2444,/venues/4141289,/venues/4141289,Gräppelen Bar,St. Gallen,,
2445,/venues/4311054,/venues/4311054,Grümpelturnier Elgg,Winterthur,,
2446,/venues/4210594,/venues/4210594,Grümpelturnier Muotathal,Muotathal,46.96988,8.79225
2447,/venues/4005134,/venues/4005134,Gründenmoos,St. Gallen,47.41368,9.30639
2448,/venues/4347715,/venues/4347715,Grüningerplatz,St. Gallen,,
2449,/venues/2325319,/venues/2325319,Grüschfang Openair,Schaffhausen,,
2450,/venues/3803539,/venues/3803539,Grütsch Rock Uerzlikon,Zug,47.22135,8.50434
2451,/venues/3725604,/venues/3725604,Gstaad Palace,Martigny,,
2452,/venues/3665574,/venues/3665574,Guarda Val,Chur,46.726000000000006,9.55775
2453,/venues/2511179,/venues/2511179,Guinness Irish Festival,Sion,46.23312,7.36063
2454,/venues/2899493,/venues/2899493,Guitar-Repairs,St. Gallen,47.20367,9.452
2455,/venues/58560,/venues/58560,Gundeldinger Casino,Basel,,
2456,/venues/4359637,/venues/4359637,Gupf - Rehetobel,St. Gallen,,
2457,/venues/123641,/venues/46069,Gurten,Bern,46.91726,7.443789999999999
2458,/venues/4329699,/venues/4329699,Gurten Bar,Bern,,
2459,/venues/46069,/venues/46069,Gurten Festival,Bern,46.9173,7.44348
2460,/venues/96465,/venues/96465,Gurten Uptown,Bern,,
2461,/venues/1365991,/venues/1365991,Gurtenberg,Bern,,
2462,/venues/923131,/venues/46069,Gurtenfestival,Bern,46.9173,7.44348
2463,/venues/1896718,/venues/1896718,"Gurtenfestival, P.dance Block",Bern,,
2464,/venues/4011269,/venues/4011269,Gurtnellen,Luzern,46.88213,8.64284
2465,/venues/936421,/venues/936421,Guss 81-80,Bulach,47.52487,8.53685
2466,/venues/1538108,/venues/1538108,Guss39,Bulach,47.52487,8.53685
2467,/venues/4274124,/venues/4274124,Gustav,Bern,46.95626,7.4378199999999985
2468,/venues/4345398,/venues/4274124,Gustav Bar & Garten,Bern,,
2469,/venues/4412896,/venues/4412896,Gustav Gleis,St. Gallen,,
2470,/venues/4382613,/venues/4274124,Gustav@bierhübeli (kleiner Saal),Bern,46.95626,7.4378199999999985
2471,/venues/3140844,/venues/3140844,Gutenberg Club,Zürich,47.36499,8.53065
2472,/venues/3269524,/venues/3269524,Gutenberg Club / Lion Club,Luzern,46.9176,7.60257
2473,/venues/2206528,/venues/2206528,Gwenstival,Chiasso,45.83493,9.02702
2474,/venues/3995574,/venues/3995574,Gwoelb,Winterthur,47.49813,8.72894
2475,/venues/3830324,/venues/3830324,Gwölb,Winterthur,,
2476,/venues/684741,/venues/684741,Gymerball Seefeld,Bern,,
2477,/venues/551456,/venues/551456,Gysko,Pfaffikon,,
2478,/venues/1620868,/venues/1620868,Gz Buchegg,Zürich,47.399,8.535060000000001
2479,/venues/4281689,/venues/4281689,Gz Hottingen,Zürich,47.36851,8.562289999999999
2480,/venues/1387576,/venues/1387576,Gz Wollishofen,Zürich,,
2481,/venues/4418316,/venues/4418316,Gärtnerei van Oordt,Stäfa,47.24437,8.732460000000001
2482,/venues/1820763,/venues/1820763,Güterbahnhof,St. Gallen,,
2483,/venues/4355179,/venues/4355179,Güterhalle,Luzern,47.04674,8.312389999999999
2484,/venues/3776104,/venues/3776104,Güterschuppen,Arosa,46.78237,9.67991
2485,/venues/4172354,/venues/4172354,Güterschuppen,Zürich,47.03838,9.07149
2486,/venues/2830813,/venues/2830813,Güterschuppen Bahnhof Töss,Winterthur,47.49995,8.73756
2487,/venues/1504728,/venues/1504728,Güterschuppen Wollishofen,Zürich,,
2488,/venues/2189354,/venues/2189354,"Güttingersreuti, Inline Drom",Weinfelden,47.56025,9.12458
2489,/venues/3420189,/venues/3420189,H27,Bern,46.94797,7.44745
2490,/venues/4409703,/venues/4409703,H2U Openair,Uster,47.35035,8.71199
2491,/venues/4310444,/venues/4310444,H4 HOTEL ARCADIA,Locarno,46.16743,8.80226
2492,/venues/4019999,/venues/4019999,HESO Herbstmesse Solothurn,Solothurn,47.20883,7.53229
2493,/venues/4188819,/venues/4188819,HINIChT,Luzern,47.04685,8.30514
2494,/venues/4393529,/venues/4393529,HPCrazy Guitar Academy,Zürich,47.30365,8.69178
2495,/venues/2957358,/venues/2957358,"HSR Arena, Ramsei",Burgdorf,47.00337,7.71523
2496,/venues/3143229,/venues/3143229,Haberhaus,Schaffhausen,47.69535,8.63204
2497,/venues/3532824,/venues/3532824,Haberhaus Bühne,Schaffhausen,47.69589000000001,8.63805
2498,/venues/385801,/venues/385801,Habib Club,Huttwil,,
2499,/venues/344316,/venues/344316,Hacienda,Sierre,,
2500,/venues/1410093,/venues/1410093,Hacienda Sonic,Sierre,46.29065,7.5319699999999985
2501,/venues/2213534,/venues/2213534,Hafebar,Solothurn,47.20501,7.536789999999999
2502,/venues/3879939,/venues/3879939,Hafechäs,Basel,47.5766,7.58679
2503,/venues/2447259,/venues/2447259,Hafen 17,Kreuzlingen,47.65337,9.1795
2504,/venues/3321219,/venues/3321219,Hafenareal,Kreuzlingen,47.64474000000001,9.17079
2505,/venues/418231,/venues/418231,Hafenbar,Kreuzlingen,,
2506,/venues/418606,/venues/418606,Hafenbuffet,Rorschach,,
2507,/venues/4298264,/venues/4298264,Hafenbühne,Rorschach,,
2508,/venues/3879834,/venues/3879834,Hafenfest,Solothurn,47.19818,7.52371
2509,/venues/79392,/venues/79392,Hafenkneipe,Zürich,47.37634,8.53328
2510,/venues/3108104,/venues/3108104,Hafenpavillon,Basel,47.5766,7.58679
2511,/venues/4284259,/venues/4284259,Hafenscharte,Basel,47.5778,7.586819999999999
2512,/venues/4419814,/venues/4419814,Hagmann Areal,Winterthur,47.48826,8.76602
2513,/venues/3693269,/venues/3693269,Haifish Bar,Luzern,47.04642,8.30441
2514,/venues/60772,/venues/60772,Hall Des Fetes,Lausanne,,
2515,/venues/2783448,/venues/2783448,Hall of Fame,Wetzikon,47.32493,8.78496
2516,/venues/4298844,/venues/2783448,Hall of Fame,Zürich,,
2517,/venues/3391179,/venues/4351945,"Hall, LAC",Lugano,46.00006,8.9484
2518,/venues/2400004,/venues/2400004,Halle 52,Winterthur,47.49615,8.718689999999999
2519,/venues/2838453,/venues/2838453,Halle 53,Winterthur,47.49614,8.71866
2520,/venues/3275469,/venues/2838453,"Halle 53, Sulzer Areal",Winterthur,47.49614,8.71866
2521,/venues/3324239,/venues/3324239,Halle 622,Zürich,47.41333,8.5424
2522,/venues/3893499,/venues/3893499,Halle 710,Winterthur,,
2523,/venues/4236794,/venues/4236794,Halle 715,Winterthur,47.5032,8.76181
2524,/venues/2857388,/venues/2857388,Halle Cff Pont-rouge,Geneva,46.18314,6.139869999999998
2525,/venues/4347337,/venues/4347337,Halle Des Expositions,Basel,47.36078,7.35315
2526,/venues/1643123,/venues/1643123,Halle Des Fetes,Fribourg,46.80978,7.16684
2527,/venues/2087969,/venues/2087969,Halle Des Fêtes,Payerne,46.82516,6.94136
2528,/venues/86477,/venues/4367958,Halle Des Fêtes,Lausanne,,
2529,/venues/418651,/venues/418651,Halle Des Fêtes,Saviese,,
2530,/venues/2216034,/venues/2216034,Halle Du Château,Basel,47.36505,7.343310000000002
2531,/venues/4035179,/venues/4035179,Halle Rapide / Lokstadt,Winterthur,47.49623,8.71449
2532,/venues/3695394,/venues/3695394,Halle Sottas,Bulle,46.61545,7.05773
2533,/venues/2957938,/venues/2957938,Halle Sécheron,Geneva,46.22227,6.14646
2534,/venues/2461099,/venues/2461099,Halle W,Geneva,46.19839,6.1423
2535,/venues/3670074,/venues/3670074,Halle Wydenhof,Luzern,47.07994,8.34077
2536,/venues/4367958,/venues/4367958,Halle des Fêtes,Lausanne,46.72933,6.53236
2537,/venues/3299379,/venues/3299379,Halle des Fêtes,Biel,47.2294,7.225410000000001
2538,/venues/4369249,/venues/4369249,Halle des Fêtes de Vallorbe,Lausanne,47.04262,6.90082
2539,/venues/29550,/venues/29550,Hallenstadion,Zürich,47.41161,8.55166
2540,/venues/1279841,/venues/1279841,Hallenstadion,Chur,46.85757,9.50786
2541,/venues/1628138,/venues/1628138,Halles De La Fonderie,Geneva,46.18553,6.14567
2542,/venues/2170304,/venues/2170304,Halles Des Expositions,Basel,47.36689000000001,7.33247
2543,/venues/126200,/venues/126200,Halles Des Fetes,Lausanne,,
2544,/venues/1235356,/venues/1235356,Halles de l'Île,Geneva,46.20439,6.14316
2545,/venues/4273899,/venues/4273899,Hallo Chur,Chur,46.8549,9.52914
2546,/venues/4412692,/venues/4412692,Haltestelle Riehen,Basel,47.58266,7.652430000000002
2547,/venues/3201158,/venues/3201158,Hameau-Z'arts,Payerne,46.80811,6.94009
2548,/venues/2947823,/venues/2947823,Hangar 11,Winterthur,47.49927,8.74563
2549,/venues/3054174,/venues/3054174,Hangar 9,Geneva,46.18014,6.1424
2550,/venues/3760919,/venues/3760919,Hangar The Club,Sion,46.45791,7.44337
2551,/venues/3782844,/venues/3782844,Hangover Bar,Luzern,47.08021,8.33906
2552,/venues/3747754,/venues/3747754,Hangover Club,Bern,46.68635,7.8632
2553,/venues/1200066,/venues/80955,"Hans Huber-Saal, Stadtcasino Basel",Basel,47.5543,7.589539999999999
