,venue,locality,postal_code,street,country,latitude,longitude,venue_website,linked_venue_id,manual_input
/venues/3293424,Club Chauderon 18,Lausanne,1003,Place Chauderon 18,Switzerland,46.52382,6.62529,,/venues/3569194,
/venues/1315306,Munot Open Air,Schaffhausen,8200,Munotstieg 17,Switzerland,47.69669,8.63981,,/venues/1315306,
/venues/343811,St. Jacobs Sporthalle,Basel,,,Switzerland,,,,/venues/343811,
/venues/551411,The Rock,Bern,,,Switzerland,,,,/venues/551411,
/venues/556696,Openair Schlauer Bauer,Wetzikon,,,Switzerland,,,,/venues/556696,
/venues/1978294,Fête Des Vendanges,Neuchatel,,,Switzerland,,,,/venues/1978294,
/venues/2089729,Sunday Breakfast Club,Zürich,,,Switzerland,47.36865,8.53918,,/venues/2089729,
/venues/3881359,Cave Cybèle,Sion,1955 Chamoson,Chemin Neuf 8,Switzerland,46.20122,7.22219,http://www.cavecybele.ch/,/venues/3881359,
/venues/4164259,Mischu's Rock & Blues,Burgdorf,3427,Poststrasse 15,Switzerland,47.1304,7.55438,http://www.mischus.com,/venues/4164259,
/venues/4406456,Fresh! Open Air,Winterthur,8400,Wartstrasse 34?44,Switzerland,47.5016,8.72039,,/venues/4406456,
/venues/3729764,Kulturhalle Glärnisch,Zürich,8820,,Switzerland,47.22555,8.64951,,/venues/3729764,
/venues/3478899,Private Event,Zürich,,,Switzerland,47.28958,8.61343,,/venues/3478899,
/venues/3834139,Living Room Club,Lugano,,6900 Lugano,Switzerland,46.00937,8.95079,,/venues/3834139,
/venues/3974884,Serge and Peppers Records,Bern,,,Switzerland,,,,/venues/3974884,
/venues/4154734,"Schlössli Pub, Büsserach",Solothurn,4227,Wahlenstrasse 2,Switzerland,47.39071,7.53931,,/venues/4154734,
/venues/4162809,Zermatt Unplugged | The Cavern,Zermatt,,,Switzerland,,,,/venues/4162809,
/venues/2732323,Parkplatz Fadail,Chur,7078,,Switzerland,46.7283,9.54128,,/venues/2732323,
/venues/3940474,Seenachtsfest Rapperswil-Jona,Zürich,8640,,Switzerland,47.22797,8.82558,https://seenachtfest.ch,/venues/3940474,
/venues/2660603,Aula Kantonsschule,Zürich,8750,Winkelstrasse 1,Switzerland,47.04365,9.06597,,/venues/2660603,
/venues/2906553,Festival Baz'art,Geneva,1201,Rue Lissignol,Switzerland,46.20754,6.14425,,/venues/2906553,
/venues/3109694,Karl Der Grosse,Zürich,8001,Saal Kirchgasse 14,Switzerland,47.36976,8.54462,,/venues/3109694,
/venues/2801863,Expo-Park,Lyss,2560,Docteur Schneider Str. 18,Switzerland,47.12826,7.23848,,/venues/2801863,
/venues/2899553,Am Damm FürDich,Zürich,8004,Hönggerstrasse 3,Switzerland,47.3905,8.52762,,/venues/2899553,
/venues/3284399,Le Pavillon Bleu,Geneva,1201,rue des amis 6,Switzerland,46.21017,6.14062,,/venues/3284399,
/venues/3123674,Das Zelt,St. Gallen,9000,Kreuzbleiche,Switzerland,47.4196,9.35586,,/venues/3123674,
/venues/4297524,La Fabrica Flims,Chur,7017,Via Nova 80,Switzerland,46.83376,9.28232,https://www.lafabricaflims.ch/,/venues/4297524,
/venues/106445,David Inbal Staadttheater,Bern,,,Switzerland,,,,/venues/106445,
/venues/126951,Art On Ice,Lausanne,,,Switzerland,,,,/venues/126951,
/venues/1953704,Eglise St Jean,Fribourg,,,Switzerland,,,,/venues/1953704,
/venues/856166,Magic Blues Festival,Locarno,,Various Venues,Switzerland,46.16796,8.78898,,/venues/856166,
/venues/247458,St. Jakob Arena,Basel,4052,Brüglinger Ebene 33,Switzerland,,,http://www.baselunited.ch/default.aspx?group=sja&code=00,/venues/247458,
/venues/3671359,La Bohème Bar,Zürich,8003,Birmensdorferstrasse 83,Switzerland,47.37078,8.52391,,/venues/3671359,
/venues/4276419,Festival am Gleis,Aarau,5000,Wenk,Switzerland,47.39316,8.05559,https://www.facebook.com/amgleisaarau/,/venues/4276419,
/venues/4201309,Am Bach Festival,Luzern,,,Switzerland,,,,/venues/4201309,
/venues/2927348,Patinoire,La Chaux De Fonds,2400,3 COMMUNAL,Switzerland,47.05074,6.75758,,/venues/2927348,
/venues/1680443,Le Lapin Vert Club,Sion,1997,Place Centrale,Switzerland,46.18104,7.28969,,/venues/1680443,
/venues/4382115,Romantikhotel The Alpina Mountain Resort & Spa,Chur,7064,"Panezlis 67, Tschiertschen",Switzerland,46.81754,9.60516,,/venues/4382115,
/venues/2773408,La Grange,La Chaux De Fonds,2400,Avenue du Technicum 1,Switzerland,47.05592,6.74703,http://www.grange-casino.ch/,/venues/2773408,
/venues/3358309,Gloria Theater Säckingen,Winterthur,79713,Friedrichstrasse 21,Switzerland,32.50171,-101.77517,,/venues/3358309,
/venues/3089004,Chiesa Ss. Pietro E Paolo,Locarno,6612,,Switzerland,46.15825,8.76747,,/venues/3089004,
/venues/1579828,Bleifrei,Aarau,5000,Buchserstrasse 19,Switzerland,47.39119,8.05939,http://www.bleifrei.ch,/venues/1579828,
/venues/4180024,Live is Life Festival,Chur,,,Switzerland,,,https://www.liveislife.ch/de,/venues/4180024,
/venues/3065129,Club Paradis,Yverdon-Les-Bains,,Parc des rives du lac,Switzerland,46.78615,6.6425,http://www.clubparadis.ch/,/venues/3065129,
/venues/1051496,Grande Salle De Vennes,Lausanne,,,Switzerland,,,,/venues/1051496,
/venues/1219296,La Vache Qui Vole,Martigny,1920,Place Centrale 2B,Switzerland,46.10181,7.07312,http://www.lavachequivole.ch/,/venues/1219296,
/venues/418371,Centre Des Sports Leysin,Montreux,,,Switzerland,46.34129,7.01243,,/venues/418371,
/venues/2080144,Hotel Bellevue Terminus,Luzern,6390,Bahnhofplatz,Switzerland,46.81968,8.40305,,/venues/2080144,
/venues/3615939,Open Air Berg/Birwinken,Kreuzlingen,8585 Birwinken,Rosengartenstrasse 14,Switzerland,47.58391,9.20312,http://www.oabb.ch,/venues/3615939,
/venues/3987294,Bout d'Brousse,Lausanne,,,Switzerland,,,,/venues/3987294,
/venues/4399861,"Restaurant Spunte, Seedorf bei Lyss",Lyss,3267,Bernstrasse 75,Switzerland,47.03418,7.3134,,/venues/4399861,
/venues/2282059,Etyc Club (Collombey),Montreux,,,Switzerland,46.31632,6.96425,,/venues/2282059,
/venues/3358789,Casino De Montbenon - Espacejazz,Lausanne,1003,Allée Ernest-Ansermet 3,Switzerland,46.52038,6.62502,,/venues/1111161,
/venues/4183189,Salón du Bleu Café,Neuchatel,,,Switzerland,,,,/venues/4183189,
/venues/2597853,Union Kultur- Und Begegnungszentrum,Basel,4057,Klybeckstrasse 95,Switzerland,47.56891,7.59018,,/venues/3157199,
/venues/936296,Parkarena B. Reinhardt Str.,Winterthur,8400,Barbara Reinhart Strasse 24,Switzerland,47.50316,8.76173,,/venues/936296,
/venues/1856543,Esplanade - Quartier Le Flon,Lausanne,,Quartier Le Flon,Switzerland,46.52148,6.62727,,/venues/1856543,
/venues/2010234,Kellertheater,Bern,,,Switzerland,,,,/venues/2010234,
/venues/4409703,H2U Openair,Uster,8610,Zeughaus,Switzerland,47.35035,8.71199,https://www.h2u-openair.ch,/venues/4409703,
/venues/3405409,bar du bio 72,Geneva,1227,Place du marché,Switzerland,46.18398,6.14068,,/venues/3405409,
/venues/2972898,Palazzo Societa Elettrica Sopracenerina,Locarno,6600,Piazza Grande 5,Switzerland,46.16927,8.79607,,/venues/2972898,
/venues/4309394,Festival da Jazz,St. Moritz,,,Switzerland,,,https://festivaldajazz.ch/,/venues/4309394,
/venues/4379354,Museum für Musikautomaten,Basel,4206,Bollhübel 1,Switzerland,47.44019,7.66207,,/venues/4379354,
/venues/492661,Salle Antoine-Verchere,Geneva,,,Switzerland,46.2335,6.08,,/venues/492661,
/venues/418296,Théâtre De La-Chaux-de-Fonds,La Chaux De Fonds,,,Switzerland,,,,/venues/418296,
/venues/3655084,Grande salle de Vuarrens,Lausanne,1418,Rte de Corcelles 10,Switzerland,,,http://Www.aavuarrens.ch,/venues/3655084,
/venues/2448784,Restaurant Bären,Zürich,CH-8640,Marktgasse 9,Switzerland,47.22626,8.81574,,/venues/2448784,
/venues/1549988,La Couronne D'or,Lausanne,1004,Rue Des Deux-marchés 13,Switzerland,46.52493,6.63382,https://www.facebook.com/event.php?eid=123406917766185,/venues/1549988,
/venues/1716133,Salle St Georges,Basel,,,Switzerland,,,,/venues/1716133,
/venues/2072449,Centraf',La Chaux De Fonds,2300,Rue Jaquet Droz 18,Switzerland,47.10153,6.82963,,/venues/2072449,
/venues/2170304,Halles Des Expositions,Basel,2800,,Switzerland,47.36689,7.33247,,/venues/2170304,
/venues/3506954,Festival Lavaux Classic,Lausanne,,,Switzerland,46.4896,6.72909,,/venues/3506954,
/venues/3563544,Rothus-Wies Genossenschaft,Zürich,8708,Asylstrasse 46,Switzerland,47.24995,8.70017,,/venues/3563544,
/venues/3649279,"ACP Garage Club, Giswil",Luzern,6074,"Industriestrasse 38, Giswil",Switzerland,46.84328,8.18219,http://www.lex-power.ch,/venues/3649279,
/venues/2068934,Théâtre la Poste,Sierre,3930,La Poste Platz 4,Switzerland,46.00407,7.74789,,/venues/2068934,
/venues/1200066,"Hans Huber-Saal, Stadtcasino Basel",Basel,4051,Steinenberg 14,Switzerland,47.5543,7.58954,,/venues/80955,
/venues/4291119,La Derivée,Yverdon-Les-Bains,,Quai de Nogent,Switzerland,46.78683,6.64024,https://laderivee.ch,/venues/4291119,
/venues/4349629,Centraf' Tropic Disco Bar,La Chaux De Fonds,2300,Rue Jaquet-Droz 18,Switzerland,47.10291,6.83155,https://www.facebook.com/pages/category/Dance---Night-Club/Centraf-Tropic-928104237365815/,/venues/4349629,
/venues/4073039,Achterbar,Wetzikon,,"Buchgrindelstrasse 15,",Switzerland,47.33119,8.78997,,/venues/4073039,
/venues/4218174,Olten Air,Olten,,,Switzerland,,,,/venues/4218174,
/venues/2485684,Frohsinn,Weinfelden,8570,Wilerstrasse 12,Switzerland,47.56442,9.10804,,/venues/2485684,
/venues/3339974,BalconyTV Zurich,Zürich,8050,Affolternstrasse 52,Switzerland,47.41074,8.54083,http://www.balconytv.com,/venues/3339974,
/venues/3184859,Milchhüsli,Basel,,,Switzerland,47.5596,7.58858,,/venues/3184859,
/venues/4341324,sansibar,Zürich,8004,Militärstrasse 114,Switzerland,47.37951,8.52828,https://www.sansibar.ch/,/venues/4341324,
/venues/4344983,Osttor,Winterthur,8400,Gärtnerstrasse 18,Switzerland,47.49794,8.73374,https://osttor.ch,/venues/4344983,
/venues/47329,Degenaupark,Jonschwil,9536,,Switzerland,47.44144,9.07472,,/venues/47329,
/venues/49067,Aktionshalle,Zürich,,,Switzerland,,,,/venues/49067,
/venues/67003,Casino,Zug,,,Switzerland,,,,/venues/67003,
/venues/1265251,Boiler,Aarau,,,Switzerland,,,,/venues/1265251,
/venues/1562523,Pauluskirche,Basel,4051,Steinenring 20,Switzerland,47.55247,7.57795,,/venues/1562523,
/venues/1892108,Alass,Zofingen,,,Switzerland,,,,/venues/1892108,
/venues/722816,Gaswerk,Zürich,,,Switzerland,,,,/venues/722816,
/venues/556706,USL,Amriswil,,,Switzerland,,,,/venues/556706,
/venues/2029609,Livestream,Zürich,,,Switzerland,,,,/venues/2029609,
/venues/2178269,Kulturwerk,Gersau,6442,Dorfstrasse 14,Switzerland,46.99166,8.52744,http://kulturwerk.ch/,/venues/2178269,
/venues/3480899,Rothushalle,Solothurn,,,Switzerland,47.20883,7.53229,,/venues/3480899,
/venues/4383351,Kornhaus,Winterthur,,,Switzerland,,,,/venues/4383351,
/venues/366796,Veaudoux,Monthey,,,Switzerland,,,,/venues/366796,
/venues/548691,Tonimolkerei,Zürich,,,Switzerland,,,,/venues/548691,
/venues/2210919,RennWG,Zürich,,,Switzerland,,,,/venues/2210919,
/venues/3773539,Stadtchäller Winterthur,Winterthur,,St.Gallerstr. 184,Switzerland,47.49743,8.75831,,/venues/3773539,
/venues/3914664,Nordpol,Luzern,6015,Reusszopf,Switzerland,47.06622,8.28258,https://www.nordpol.lu/,/venues/3914664,
/venues/4008179,Stadttheater Langenthal,Langenthal,4900,Theatersträsschen 1,Switzerland,47.21374,7.78849,,/venues/4008179,
/venues/4404603,Thelonica,Lausanne,,,Switzerland,,,,/venues/4404603,
/venues/4371541,Pusterum,Bern,3007,Schwarztorstrasse 102,Switzerland,46.94479,7.42489,,/venues/4371541,
/venues/4414403,Kulturfabrikbiglen,Bern,3507,"Syrengasse, Biglen",Switzerland,46.92209,7.62936,,/venues/4414403,
/venues/4165424,KulturPunkt,Flawil,9230,St. Gallerstrasse 13,Switzerland,47.41291,9.18798,https://www.kulturpunkt-flawil.ch/,/venues/4165424,
/venues/2309544,Openair Wettingen,Wettingen,,,Switzerland,,,,/venues/2309544,
/venues/2869913,Bundwiese,Gossau,9200,,Switzerland,47.41515,9.24813,,/venues/2869913,
/venues/2938233,HeK,Basel,4142,Freilager-Platz 9,Switzerland,47.53297,7.6101,http://www.hek.ch,/venues/2938233,
/venues/2359679,Wuhrplatzfest,Langenthal,,,Switzerland,,,,/venues/2359679,
/venues/2403439,Burgunderbar,Bern,,,Switzerland,,,http://www.burgunderbar.ch/welcome.html,/venues/2403439,
/venues/3397159,Bolero,Winterthur,,,Switzerland,47.49882,8.72369,,/venues/3397159,
/venues/3121924,Burgbachkeller,Zug,6300,St. Oswaldsgasse 3,Switzerland,47.16577,8.51651,,/venues/3121924,
/venues/1160906,Winterzauber,Basel,,Messeplatz,Switzerland,47.56378,7.60079,,/venues/1160906,
/venues/1203241,Pfaffnau,Luzern,,,Switzerland,,,,/venues/1203241,
/venues/3773164,Nische,Zürich,8004,Brauerstrasse 80,Switzerland,47.37927,8.52449,http://nischezuerich.ch,/venues/3773164,
/venues/3815449,Stauffacher,Bern,3011,Neuengasse 25-37,Switzerland,46.94887,7.44184,https://www.orellfuessli.ch/shop/home/filialen/showDetails/1012/,/venues/3815449,
/venues/2629118,Gewürzmühle,Zug,6300,St. Johannesstrasse 40,Switzerland,47.18113,8.50234,,/venues/2629118,
/venues/3555684,Mosergarten,Schaffhausen,8200,,Switzerland,47.71142,8.62654,,/venues/3555684,
/venues/3869854,Strandfestwochen,Rorschach,9400,Seepromenade,Switzerland,47.48087,9.48369,http://strandfestwochen.ch,/venues/3869854,
/venues/4391732,Elbar,Zürich,8636,Elbastrasse 14,Switzerland,47.28092,8.91546,https://elbar.ch/,/venues/4391732,
/venues/2615308,FriAir,Fribourg,1700,Rue G. Techtermann 8,Switzerland,46.80076,7.15484,http://www.friair.ch/,/venues/2615308,
/venues/2319804,Saxo,Basel,,,Switzerland,,,,/venues/2319804,
/venues/2324624,Gartenfestival,Bern,,,Switzerland,,,,/venues/2324624,
/venues/2312329,Volver,Bern,,,Switzerland,,,http://barvolver.ch/,/venues/2312329,
/venues/2331954,Zürich Schindlergut,Zürich,,,Switzerland,,,,/venues/2331954,
/venues/3370924,Warmbächlibrache,Bern,,,Switzerland,46.94797,7.44745,,/venues/3370924,
/venues/3301744,Interface,Neuchatel,,,Switzerland,46.98999,6.92927,,/venues/3301744,
/venues/3344829,KULTURFOLGER,Zürich,8003,Idastrasse46,Switzerland,47.37355,8.51507,https://www.kulturfolger.ch/,/venues/3344829,
/venues/3129504,Toggenburgerhof,Kirchberg,9533,Florastrasse 2,Switzerland,47.4098,9.0387,,/venues/3129504,
/venues/3194979,Adagio,Zürich,8002,Gotthardstrasse 5,Switzerland,47.36599,8.53725,,/venues/3194979,
/venues/133723,Stufenbau,Bern,,,Switzerland,,,,/venues/133723,
/venues/1265246,Magdalena,Luzern,,,Switzerland,,,,/venues/1265246,
/venues/1498908,Alpineum,Luzern,,Denkmalstrasse 11,Switzerland,47.05783,8.31042,,/venues/1498908,
/venues/1859163,Joiz,Zürich,8052,Schärenmoosstr. 77,Switzerland,47.41939,8.55675,,/venues/1859163,
/venues/418606,Hafenbuffet,Rorschach,,,Switzerland,,,,/venues/418606,
/venues/628996,Münsterplatz,Basel,4051,,Switzerland,47.55372,7.58607,,/venues/628996,
/venues/639891,Roessli,Basel,,,Switzerland,,,,/venues/639891,
/venues/696056,Chramerhus,Langenthal,,,Switzerland,,,,/venues/696056,
/venues/3640854,Bicubic,Moudon,1680,"Route d'Arruffens, Romont",Switzerland,46.68715,6.9118,,/venues/3640854,
/venues/3631574,Bodenackerfähre,Bern,3074,"Bodenackerweg 6, Muri b. Bern",Switzerland,46.9255,7.47135,,/venues/3631574,
/venues/3449034,Soundindustrie,Münchwilen,9542,Industrie Murgtal 26,Switzerland,47.48598,9.0015,http://www.sound-industrie.ch/,/venues/3449034,
/venues/3902964,Sommernachtsträume Burgdorf,Burgdorf,3400,,Switzerland,47.05385,7.61758,http://sommernachtstraeume.ch/,/venues/3902964,
/venues/3913414,Stadtgarten Chur,Chur,,,Switzerland,,,,/venues/3913414,
/venues/3221134,Eishalle Laufen,Laufen,4242,Naustrasse 83,Switzerland,47.42268,7.50641,,/venues/3221134,
/venues/3537059,Grand Hotel Hof Ragaz,Chur,7310,Bernhard Simon Strasse,Switzerland,47.00045,9.50254,http://www.resortragaz.ch,/venues/3537059,
/venues/2446114,Stube,Basel,,,Switzerland,47.55742,7.59257,,/venues/2446114,
/venues/2575463,Singerhaus,Basel,,,Switzerland,47.56744,7.59755,http://www.singerhaus.ch/,/venues/2575463,
/venues/2632973,Altstadt,Lichtensteig,9620,,Switzerland,47.32485,9.0876,,/venues/2632973,
/venues/2644738,Art Basel,Basel,,,Switzerland,47.56744,7.59755,https://www.artbasel.com/en/Basel,/venues/2644738,
/venues/2820063,Jesuitenkirche,Solothurn,4500,Hauptstr. 75,Switzerland,47.20863,7.53912,,/venues/2820063,
/venues/2899483,Skubar,Basel,4051 Basel,Petersgraben 45,Switzerland,47.55807,7.58471,http://www.skubar.ch/,/venues/2899483,
/venues/3386624,Monobar,Locarno,,,Switzerland,46.167,8.79426,,/venues/3386624,
/venues/58813,Hirschensaal,Biel,2502,Bözingenstrasse 161,Switzerland,47.15201,7.26565,,/venues/58813,
/venues/88834,Casino,Basel,4000,Steinenberg 14,Switzerland,47.5543,7.58954,,/venues/80955,
/venues/134818,Abcmixx,Luzern,,,Switzerland,,,,/venues/134818,
/venues/1466598,Neumünster,Zürich,8008,,Switzerland,47.35908,8.55292,,/venues/1466598,
/venues/1498918,Bourbaki,Luzern,,,Switzerland,,,,/venues/1498918,
/venues/1614453,Indoor,Zürich,,,Switzerland,,,,/venues/1614453,
/venues/1148546,Unitobler,Bern,3012,Länggassstrasse 49,Switzerland,46.95432,7.43042,,/venues/1148546,
/venues/1188701,Jesuitenkirche,Luzern,6003,Bahnhofstrassse 11a,Switzerland,47.05024,8.30522,,/venues/1188701,
/venues/872711,Casino,Luzern,,,Switzerland,,,,/venues/872711,
/venues/556596,Jugendhaus Winterthur,Winterthur,,,Switzerland,,,,/venues/556596,
/venues/844046,Circuit,Lausanne,,,Switzerland,,,,/venues/844046,
/venues/352186,Palexpo,Geneva,CH-1218,Case postale 112,Switzerland,46.23477,6.1225,,/venues/352186,
/venues/2099034,Allmend,Luzern,6005,Horwerstrasse 91,Switzerland,47.03319,8.30322,,/venues/2099034,
/venues/3632904,Streetparade,Zürich,,,Switzerland,47.37689,8.54169,http://www.streetparade.com/,/venues/3632904,
/venues/3689544,Wunderkammer,Zürich,,,Switzerland,47.37689,8.54169,,/venues/3689544,
/venues/3747694,Europaplatz,Luzern,,,Switzerland,47.05017,8.30931,,/venues/3747694,
/venues/3774829,Seenachtsfest Arbon,Arbon,9320,Hafenstrasse 12,Switzerland,47.51422,9.43729,http://www.seenachtsfest-arbon.ch,/venues/3774829,
/venues/3802304,Platzhirsch,Aarau,5000,Rathausgasse 9,Switzerland,47.39308,8.04354,,/venues/3802304,
/venues/3858089,Floesserplatz,Aarau,5000,Flösserstrasse 7,Switzerland,47.39438,8.04138,http://www.floesserplatz.ch,/venues/3858089,
/venues/2694173,Lebewohlfabrik,Zürich,,,Switzerland,47.36865,8.53918,,/venues/2694173,
/venues/4001529,Musikfestwochen,Winterthur,,,Switzerland,,,,/venues/4001529,
/venues/4377401,Stadttheater,Olten,4603,Frohburgstrasse 1,Switzerland,47.35198,7.90443,https://www.stadttheater-olten.ch/,/venues/4377401,
/venues/4390961,Stepanek,Laufenburg,79725,Stadtweg 2,Switzerland,47.56501,8.07695,,/venues/4390961,
/venues/2742188,Comedie De La Gare - Uptown Geneva,Geneva,1201,RUE DE LA SERVETTE 2,Switzerland,46.20931,6.1397,,/venues/2742188,
/venues/2533634,Il Caffe,Bern,3550,Dorfstrasse 29,Switzerland,46.93822,7.78797,http://www.ilcaffelangnau.ch,/venues/2533634,
/venues/44336,Centre Sportif du Bout-du-Monde,Geneva,,,Switzerland,,,,/venues/44336,
/venues/1782368,"Das Zelt Theaterzelt I, Wiesendangen",Winterthur,8400,Alte Frauenfelderstrasse,Switzerland,47.52465,8.77426,,/venues/1782368,
/venues/3831544,"Poprock Festival à Gilly, VD.",Nyon,,,Switzerland,,,,/venues/3831544,
/venues/2106079,Harambee Café,Montreux,,,Switzerland,46.29854,7.05527,,/venues/2106079,
/venues/2732368,Saal San Francisco Congress Center Basel,Basel,4058,Messeplatz 21,Switzerland,47.56274,7.59939,,/venues/2732368,
/venues/3612229,Elite Openair,Bern,3550,Viehmarktplatz,Switzerland,46.94083,7.78577,https://eliteopenair.ch,/venues/3612229,
/venues/4149514,Après-Ski Bel-Air,Montreux,,,Switzerland,,,,/venues/4149514,
/venues/2356919,Montreux Music and Convention Center - Jazz Club,Montreux,1820,,Switzerland,46.42761,6.95941,,/venues/2356919,
/venues/4258939,Nf49 Am Seetalplatz,Luzern,6020,Bahnhofplatz 1,Switzerland,47.07718,8.26741,,/venues/4258939,
/venues/58774,Salle Communale Du Petit,Geneva,1213,7-9 Avenue Louis-Bertrand,Switzerland,46.19065,6.1168,,/venues/58774,
/venues/1297066,Blues'n'jazz Rapperswil-jona,Zürich,,8640 Rapperswil-jona,Switzerland,47.22797,8.82558,http://www.ticketcorner.ch/tickets.html?affiliate=TCS&fun=search&action=search&doc=search%2Fsearch&detailadoc=erdetaila&detailbdoc=evdetailb&kudoc=artist&sort_by=score&sort_direction=desc&fuzzy=yes&suchbegriff=bl%C3%B6ues%27n%27jazz,/venues/1297066,
/venues/3379229,Restaurant Zum Wilden Mann,Bern,3474,,Switzerland,47.11649,7.7056,,/venues/3379229,
/venues/288461,Salle des Fêtes St. Léonard,Fribourg,1700,Chemin St-Léonard 1,Switzerland,46.81655,7.1543,,/venues/288461,
/venues/3011779,Fähre MF Euregia,St. Gallen,8590,Friedrichshafnerstrasse,Switzerland,47.55916,9.37982,https://www.bsb.de,/venues/3011779,
/venues/4035904,Naturama Aargau,Aarau,5000,Feerstrasse 17,Switzerland,47.39247,8.05159,,/venues/4035904,
/venues/3921464,Schloss Erlach,Bern,,,Switzerland,,,,/venues/3921464,
/venues/4108774,Hotel Bar,Zürich,8004,Feldstrasse 144,Switzerland,47.3805,8.52527,,/venues/4108774,
/venues/2976738,Hinterhalt Festival,Uster,,,Switzerland,47.34849,8.71753,,/venues/2976738,
/venues/2917358,Lungolago,Locarno,6612,Lungolago,Switzerland,46.1409,8.83494,,/venues/2917358,
/venues/3084344,Hinterhof Dachterrasse,Basel,CH-4052,Munchensteinerstrasse 81,Switzerland,47.53992,7.60672,http://hinterhof.ch/dachterrasse/,/venues/3084344,
/venues/2838453,Halle 53,Winterthur,8400,Katharina Sulzer-Platz,Switzerland,47.49614,8.71866,,/venues/2838453,
/venues/2846208,Casinotheater Theatersaal,Winterthur,8400,Stadthausstrasse 119,Switzerland,47.49974,8.72661,,/venues/2307434,
/venues/3068149,FHS St.Gallen,St. Gallen,9000,Rosenbergstraße 59,Switzerland,47.42299,9.36756,http://www.fhsg.ch,/venues/3068149,
/venues/2395989,Broadway Av.,Lausanne,1005,Place du Tunnel 9,Switzerland,46.52592,6.635,,/venues/2395989,
/venues/2366264,Quai 61,Zürich,8002,,Switzerland,47.36014,8.52933,,/venues/2366264,
/venues/2481449,Fondation Heim,Geneva,1292 Chambésy,Chemin du Champ-de-Blé 6,Switzerland,46.24478,6.1505,http://www.heimfoundation.ch/,/venues/2481449,
/venues/2693493,Blues to Bop,Lugano,,,Switzerland,46.00651,8.95231,,/venues/2693493,
/venues/2631398,Mambo Café,Zürich,8005,Limmatstrasse 195,Switzerland,47.38658,8.52874,,/venues/2631398,
/venues/2644718,ewz stattkino,Zürich,,,Switzerland,47.36865,8.53918,http://ewz.stattkino.com/2014/,/venues/2644718,
/venues/3155254,Die Katakombe,Zürich,,,Switzerland,47.37689,8.54169,,/venues/3155254,
/venues/3191894,Kulturklub Tösstal,Winterthur,,,Switzerland,47.49882,8.72369,,/venues/3191894,
/venues/1145831,Oberer Letten,Zürich,,,Switzerland,,,,/venues/1145831,
/venues/1251076,Purple Park,Basel,4000,Meret Oppenheim-strasse 80,Switzerland,47.54551,7.59006,http://www.purplepark.ch/,/venues/1251076,
/venues/1332526,Le Standard,Lausanne,,,Switzerland,,,,/venues/1332526,
/venues/1347886,Sonnenberg Kriens,Luzern,,,Switzerland,,,,/venues/1347886,
/venues/1557778,Kastanienhof,St. Gallen,,,Switzerland,,,,/venues/1557778,
/venues/1791258,Schloss Lenzburg,Zürich,5600,,Switzerland,47.39044,8.17215,,/venues/1791258,
/venues/1953569,Neo Club,Olten,,,Switzerland,,,,/venues/1953569,
/venues/593481,Place Schutzenmattstrasse,Bern,,Place Schutzenmatte Pres De La Gare Cff,Switzerland,,,,/venues/593481,
/venues/853076,Blue Lezard,Lausanne,,,Switzerland,,,,/venues/853076,
/venues/293446,Interlaken Airfield,Bern,,,Switzerland,,,,/venues/293446,
/venues/2009049,Festivalocal,Montreux,1800,rue du simplon,Switzerland,46.46008,6.84515,https://www.facebook.com/events/1862166704018937/,/venues/2009049,
/venues/2089514,Zoo Club,Aarau,,,Switzerland,,,,/venues/2089514,
/venues/2163614,Chop Records,Bern,3011,Amthausgasse 22,Switzerland,46.94749,7.44529,,/venues/2163614,
/venues/2186809,Pavillon Winkelriedhaus,Stans,6370,Engelbergstr. 54a,Switzerland,46.95688,8.37133,,/venues/2186809,
/venues/3439924,Le Beaulieu Payerne,Payerne,1530,Rue du Jura 5,Switzerland,46.82049,6.93238,,/venues/3439924,
/venues/3743209,Zbar Club,Lausanne,1003 Lausanne,Rue St. Laurent 11,Switzerland,46.52227,6.63125,https://www.zbar-club.com/,/venues/3743209,
/venues/3669709,Kapello,Luzern,6110,Hackenrüti 7,Switzerland,47.05546,8.0856,,/venues/3669709,
/venues/3717299,Dilaila Club,Zürich,,,Switzerland,,,,/venues/3717299,
/venues/3762049,Montana Saal,Davos,7260,Bahnhofstr. 2,Switzerland,46.80894,9.84085,,/venues/3762049,
/venues/3789594,Le Cercle,Conthey,1964,Rue des Industries 9,Switzerland,46.21602,7.29728,http://www.cercle-club.ch,/venues/3823269,
/venues/3790749,Cité Universitaire,Neuchatel,2000,Clos-Brochet 10,Switzerland,46.99655,6.94106,,/venues/3790749,
/venues/3808329,Kameha Grand,Zürich,,,Switzerland,,,http://www.kamehagrandzuerich.com/,/venues/3808329,
/venues/3820084,La Galicienne,Lausanne,1007,Carrefour av. du Chablais,Switzerland,46.5242,6.59472,http://www.lagalicienne.ch/,/venues/3820084,
/venues/3857314,De Space,Luzern,6003,Winkelriedstrasse 32,Switzerland,47.04752,8.30613,http://despace.ch/,/venues/3857314,
/venues/3907809,Newborn Club,Zürich,8050,Siewerdtstrasse 71,Switzerland,47.41247,8.55438,,/venues/3907809,
/venues/4393534,St. Peterhofstatt,Zürich,8001,,Switzerland,47.37416,8.53963,,/venues/4393534,
/venues/3927744,Openair Deisswil,Bern,,,Switzerland,,,,/venues/3927744,
