,venue,locality,postal_code,street,country,latitude,longitude,venue_website
/venues/2173104,3 Eidgenossen,Appenzell,9050,,Switzerland,47.33493,9.40659,
/venues/3286284,3 Eidgenossen,Bern,3011,Rathausgasse 69,Switzerland,46.94838,7.4485,
/venues/1891153,A2,Basel,4334,test2strasse 4,Switzerland,,,
/venues/1889048,A2,Zürich,,ui zu 4,Switzerland,47.3674,8.53813,
/venues/1596733,Aiglon,Geneva,,,Switzerland,,,
/venues/417326,Aiglon,Montreux,1860,Avenue de Loës 6,Switzerland,46.31589,6.96691,
/venues/53804,Albani,Winterthur,8400,Steinberggasse 16,Switzerland,47.49848,8.72917,http://www.albani.ch/
/venues/52483,Albani,Zürich,,,Switzerland,,,
/venues/2732438,Allmend,Bern,3014,Papiermühlestrasse,Switzerland,46.960370000000005,7.464689999999999,
/venues/2099034,Allmend,Luzern,6005,Horwerstrasse 91,Switzerland,47.033190000000005,8.30322,
/venues/418201,Alpenrock House,Kloten,,,Switzerland,,,
/venues/83404,Alpenrock House,Zürich,8060,Butzenbüelstrasse,Switzerland,47.44773,8.56855,
/venues/2593663,Alte Fabrik,Zürich,8640,5 Klaus-Gebert-Strasse,Switzerland,47.22749,8.8201,http://www.alte-fabrik.ch/
/venues/4085604,Alte Fabrik,Zürich,8640,Klaus-Gebert-Strasse 5,Switzerland,47.22737,8.81987,https://www.alte-fabrik.ch
/venues/951781,Alte Kaserne,Winterthur,8402,Technikumstrasse 8,Switzerland,47.49791,8.7314,http://www.altekaserne.winterthur.ch/default.asp?
/venues/1129916,Alte Kaserne,Zürich,8001,Kanonengasse 20,Switzerland,47.37789,8.53007,
/venues/1178911,Alte Mühle,Langenthal,4900,Mühleweg 23,Switzerland,47.2147,7.7922199999999995,
/venues/4356248,Alte Mühle,St. Gallen,9473,Müliweg 5,Switzerland,47.20426,9.44063,
/venues/3649034,Altes Zeughaus,Herisau,,,Switzerland,47.3857,9.27985,
/venues/4420331,Altes Zeughaus,Luzern,6460,Lehnplatz,Switzerland,46.88075,8.64433,
/venues/884651,Alti Moschti,Bern,,,Switzerland,,,
/venues/3379234,Alti Moschti,Bern,3127,Moosstrasse 1,Switzerland,46.81474,7.513910000000001,http://www.altimoschti.ch/
/venues/4227849,Amphitheater Hüntwangen,Wil,8194 Hüntwangen,Badenerlandstrasse,Switzerland,47.5938,8.502410000000001,
/venues/1505778,Amphitheater Hüntwangen,Zürich,8194,Hüntwangen,Switzerland,47.5895,8.500689999999999,
/venues/3287464,Art Café,Basel,4133,Gallenweg 19,Switzerland,47.52438,7.69418,
/venues/376061,Art Café,Grenchen,,,Switzerland,,,
/venues/126951,Art On Ice,Lausanne,,,Switzerland,,,
/venues/126952,Art On Ice,Zürich,,,Switzerland,,,
/venues/1880503,Ascona Big Band,Locarno,,p.zza elvezia,Switzerland,46.15732,8.77736,
/venues/2053764,Ascona Big Band,Locarno,,,Switzerland,,,http://www.asconabigband.ch
/venues/4394465,Atelier Klang und Raum,Zürich,8707,Seestrasse 96,Switzerland,47.26054,8.67202,https://atelierklangundraum.com/events
/venues/4255999,Atelier Klang und Raum,Zürich,8001,Rämistrasse 30,Switzerland,47.36991,8.54895,
/venues/1427403,Atmosphere Festival,Filisur,,,Switzerland,,,
/venues/1426648,Atmosphere Festival,Zürich,,,Switzerland,,,
/venues/551491,Aula,Granichen,,,Switzerland,,,
/venues/367476,Aula,Unterschächen,,,Switzerland,,,
/venues/49122,Aula Kantonsschule,Baden,,,Switzerland,,,
/venues/2660603,Aula Kantonsschule,Zürich,8750,Winkelstrasse 1,Switzerland,47.04365,9.06597,
/venues/127855,Backstage,Basel,,,Switzerland,47.52114,7.691669999999999,
/venues/555906,Backstage,Montreux,,,Switzerland,,,
/venues/1676168,Backstage,St. Gallen,,,Switzerland,47.424479999999996,9.376719999999999,
/venues/2736838,Badi Lounge,Bern,,,Switzerland,46.94792,7.444610000000001,
/venues/3166144,Badi Lounge,Frutigen,3714,Sportweg 1,Switzerland,46.59353,7.65295,http://www.badilounge.info/
/venues/3054114,Britannia Pub,Geneva,,,Switzerland,46.19839,6.1423,
/venues/1412478,Britannia Pub,Grenchen,2540,Centralstrasse 22,Switzerland,47.193979999999996,7.39544,
/venues/4385923,Britannia Pub,Martigny,1920,Rue de l'Hôtel-de-Ville 2,Switzerland,46.1006,7.07274,
/venues/127010,Bypass Club,Geneva,,,Switzerland,,,
/venues/1770813,Bypass Club,Geneva,1227,Place De L'etoile 1,Switzerland,46.18732,6.12818,
/venues/4404763,Bären,Bern,,Dorfplatz,Switzerland,46.39852,8.145769999999999,
/venues/4088939,Bären,Bern,3507,Bärenstutz 17,Switzerland,46.92827,7.6281300000000005,http://www.baeren-biglen.ch
/venues/1494908,Bärensaal,Bern,3600,Frutigenstrasse 68d,Switzerland,46.74342,7.626539999999999,
/venues/4042714,Bärensaal,Bern,3076,,Switzerland,46.93056,7.561039999999999,
/venues/4368067,Camping,Arbon,9320,,Switzerland,47.51721,9.42119,
/venues/1874213,Camping,Basel,,,Switzerland,,,
/venues/1652473,Carrière Des Andonces,Montreux,1867,,Switzerland,46.29255,6.97852,
/venues/1898338,Carrière Des Andonces,Zürich,,,Switzerland,,,
/venues/846216,Casino,Baden,,,Switzerland,,,
/venues/88834,Casino,Basel,4000,Steinenberg 14,Switzerland,47.5543,7.5895399999999995,
/venues/58729,Casino,Herisau,9100,Poststrasse 9,Switzerland,47.38463,9.2779,
/venues/931411,Casino,Lausanne,1350,Route Cantonale 9,Switzerland,46.7242,6.5308,
/venues/872711,Casino,Luzern,,,Switzerland,,,
/venues/1235456,Casino,Winterthur,8500,Bahnhofplatz,Switzerland,47.55819,8.897089999999999,
/venues/961741,Casino,Wohlen,5610,Zentralstrasse 30,Switzerland,47.349579999999996,8.27632,
/venues/67003,Casino,Zug,,,Switzerland,,,
/venues/491561,Casino Théâtre,Geneva,1205,Rue de Carouge 42,Switzerland,46.19461,6.1433,http://www.ville-ge.ch/culture/casinotheatre/
/venues/2280109,Casino Théâtre,La Chaux De Fonds,2400,Av. du Technicum 1,Switzerland,47.05592,6.7470300000000005,http://www.grange-casino.ch/
/venues/2166209,Club,Erstfeld,,,Switzerland,,,
/venues/1109931,Club,Zürich,,,Switzerland,,,
/venues/117262,Concert Sauvage,Geneva,,,Switzerland,,,
/venues/117320,Concert Sauvage,Winterthur,,,Switzerland,,,
/venues/105196,Coupole,Biel,2503,Neumarktstrasse 35,Switzerland,47.136720000000004,7.25201,
/venues/2014444,Coupole,Fribourg,,Route de Villars 37,Switzerland,46.80056,7.13887,
/venues/1579053,Das Zelt,Aarau,5000,Schachen,Switzerland,47.391009999999994,8.04013,
/venues/3167434,Das Zelt,Basel,4000,Rosentalanlage,Switzerland,47.56388,7.602860000000001,
/venues/1579043,Das Zelt,Bern,3800,Höhenmatte,Switzerland,46.686479999999996,7.856910000000001,
/venues/3092674,Das Zelt,Bern,3014,,Switzerland,46.96399,7.461010000000001,
/venues/3177654,Das Zelt,Chur,7078,Parkplatz Fadail,Switzerland,46.7304,9.54965,
/venues/3721574,Das Zelt,Geneva,1205,Plaine de Plainpalais,Switzerland,46.19839,6.1405400000000006,
/venues/1579038,Das Zelt,Langenthal,4900,Markthallenplatz,Switzerland,47.2107,7.790830000000001,
/venues/1629618,Das Zelt,Lugano,6900,Stadio,Switzerland,46.023759999999996,8.96146,
/venues/1579063,Das Zelt,Luzern,6005,Alpenquai,Switzerland,47.045159999999996,8.319939999999999,
/venues/3434414,Das Zelt,Martigny,3780,Eisenbahnareal,Switzerland,46.471759999999996,7.286569999999999,
/venues/3092679,Das Zelt,Olten,4600,Schützenmatte,Switzerland,47.34852,7.9012899999999995,
/venues/3148619,Das Zelt,Solothurn,4500,Gurzelenstrasse 3,Switzerland,47.20966,7.504860000000001,
/venues/3123674,Das Zelt,St. Gallen,9000,Kreuzbleiche,Switzerland,47.4196,9.35586,
/venues/3721564,Das Zelt,Uster,8610,Püntwiese,Switzerland,47.34908,8.71035,
/venues/3096559,Das Zelt,Wettingen,5430,Zirkuswiese,Switzerland,47.46595,8.3266,
/venues/3275969,Das Zelt,Zug,6300,Stierenmarkplatz,Switzerland,47.15583,8.53149,
