,artist_name,spotify_name,spotify_id,spotify_popularity,spotify_followers,spotify_listeners
/artists/6751779-cult-of-occult,Cult Of Occult,Cult Of Occult,3UPnOdhr7fupK6mSTXnIKx,4.0,2098.0,603.0
/artists/6189409-cult-of-blood,Cult of Blood,,,,,
/artists/6238144-cult-of-fire,Cult of Fire,Cult Of Fire,1GNzgaXdYGtEP5xOqCsdSq,25.0,11659.0,10200.0
/artists/217573-cult-of-luna,Cult of Luna,Cult Of Luna,7E7fJJpdVgr1F3pfAfRtHe,39.0,97661.0,81400.0
/artists/2410748-cult-of-youth,Cult of Youth,Cult of Youth,1zIzSRTWfENl0pUMRBFLdH,10.0,4590.0,1400.0
/artists/3037156-cults,Cults,Cults,3Oim8XBPbznAa8Jj8QzNc8,72.0,310626.0,6000000.0
/artists/6841644-culture-abuse,Culture Abuse,Culture Abuse,2GU1bGD3rTvxPNyBie1lqV,42.0,28507.0,112300.0
/artists/445327-culture-club,Culture Club,Culture Club,6kz53iCdBSqhQCZ21CoLcc,64.0,1103646.0,4600000.0
/artists/306343-culture-shock,Culture Shock,Culture Shock,6lp2VnIRXXpC9Wz7hSX6RE,53.0,53063.0,664200.0
/artists/7261844-culturescapes,Culturescapes,,,,,
/artists/5493048-cuma,Cuma,Cuma,05GmYbkeqmOP0UUIdBU6RE,0.0,10.0,9.0
/artists/179591-cumbia,Cumbia,La Cumbia,1JBqDQ2nqzGdgOEv7f4Gev,50.0,92522.0,496300.0
/artists/2374856-cumbia-all-stars,Cumbia All Stars,Cumbia All Stars,0XpRNyNBegqN7xkD5NmVF3,20.0,4213.0,7600.0
/artists/430214-cunninlynguists,CunninLynguists,Cunninlynguists,7EA0bLf8dXCIUkwC3lnaJa,47.0,137399.0,267100.0
/artists/9883219-curawaka,Curawaka,Curawaka,44fpQPDp87ENRKkB3szMop,43.0,22128.0,121300.0
/artists/8370843-curbi,Curbi,Curbi,2XiiUuK68XNdHaHOAF5hnT,53.0,142444.0,801700.0
/artists/9738954-curci,Curci,Curci,5B9I5tCq7x0rBfrlyvotS7,34.0,8875.0,80600.0
/artists/401494-current-93,Current 93,Current 93,7vF3DcPluq6lZI36VniagW,34.0,47304.0,32299.0
/artists/343767-current-swell,Current Swell,Current Swell,1DCRoiKOntBEezKXznDca4,48.0,60998.0,352900.0
/artists/99089-current-value,Current Value,Current Value,6B9SjvZNSQZkeJDH17oBSO,35.0,30527.0,52400.0
/artists/1088011-currents,Currents,Currents,5pqvAI85RMxL9K0xHvSwGu,53.0,82170.0,351100.0
/artists/3819031-curry-coco,Curry Coco,Curry & Coco,0LjCzwM1KOMmFuZYzI0YBP,1.0,426.0,169.0
/artists/933879-curry-and-coco,Curry and Coco,Curry & Coco,0LjCzwM1KOMmFuZYzI0YBP,1.0,426.0,169.0
/artists/460712-curse,Curse,Curse,4MgKf1MjOXZipoP0Kbv4hi,46.0,68954.0,169500.0
/artists/8572029-curse-of-lono,Curse of Lono,Curse of Lono,6pM5NZalHT5nD9vDEz2Ukx,18.0,2063.0,4800.0
/artists/3305351-curse-of-society,Curse of Society,Curse of Society,2hE2EJQ0rGubHy9FfMlj5H,0.0,92.0,33.0
/artists/80555-curses,Curses!,Curses!,1UWZy1kDLr8RyEL2mrok8A,9.0,639.0,1900.0
/artists/251391-cursive,Cursive,Cursive,1sylmUjlKYsLA49YtkNHW3,43.0,84899.0,182100.0
/artists/7160554-curtis-harding,Curtis Harding,Curtis Harding,0CUpzKPDfIVzYqMn47jiV3,54.0,146713.0,910300.0
/artists/299482-curtis-salgado,Curtis Salgado,Curtis Salgado,2VDoygKzNasudJOR0X1RH0,33.0,7645.0,61200.0
/artists/39493-curtis-stigers,Curtis Stigers,Curtis Stigers,2bNtosg6E8tvmN6wYxPCfu,48.0,30576.0,427100.0
/artists/398035-cut-a-kaos,Cut A Kaos,Cut A Kaos,6Cf600VMQViRPWXg41UK9s,0.0,21.0,30.0
/artists/274412-cut-chemist,Cut Chemist,Cut Chemist,4743DlrFCsAlAV4N26Kdgh,44.0,74318.0,133600.0
/artists/20422-cut-copy,Cut Copy,Cut Copy,4EENT7N7rCBwrddM3s0vFS,51.0,294332.0,649300.0
/artists/10134648-cut-delivery,Cut Delivery,,,,,
/artists/4415193-cut-hands,Cut Hands,Cut Hands,5UnWYgR2IIwR1oZqogEFDD,0.0,1102.0,152.0
/artists/917254-cut-up,Cut Up,Cut Up,4GiwQkoSfrqIwR278RXZm3,11.0,5592.0,2200.0
/artists/8673429-cut-worms,Cut Worms,Cut Worms,2upjmNmngAXZcra9dQRR2l,43.0,24228.0,207600.0
/artists/9091674-cutest-beast,Cutest Beast,,,,,
/artists/638470-cuthead,Cuthead,Cuthead,1z39BS5hTB0I2kL3w8ux5n,25.0,8562.0,22000.0
/artists/125134-cutting-crew,Cutting Crew,Cutting Crew,3cniTumSiUysiPWXapGx1i,61.0,268820.0,3200000.0
/artists/6343769-cuzzy-cuz,Cuzzy Cuz,Cuzzy Cuz,3JWo4vrf8lEQldHIov1Acz,0.0,13.0,28.0
/artists/139058-cyann-and-ben,Cyann And Ben,Cyann & Ben,56lvyNEoEvUGk3pw3RJCJD,2.0,666.0,404.0
/artists/9521484-cyber-is,Cyber ,Cyber,303olBIixVXirStn7yhOZX,35.0,10797.0,64900.0
/artists/8521758-cyber-ch,Cyber ,Cyber,303olBIixVXirStn7yhOZX,35.0,10797.0,64900.0
/artists/1989006-cyberpunkers,Cyberpunkers,Cyberpunkers,0VVOaCyLiCdkAdlC11W4eK,41.0,27552.0,121300.0
/artists/8429563-cyestone,Cyestone,Crest'One,6jihX5VeOLo0y1BxU3R10c,0.0,2.0,27.0
/artists/8518493-cygne,Cygne,Cygne,2rMZMNa849pg8U4yFnsrHx,0.0,160.0,24.0
/artists/9218429-cyhra,Cyhra,Cyhra,6tkhw6PSVw7b2M7h5fLBLE,39.0,23075.0,87900.0
/artists/8436453-cykain,Cykain,Cykaman,6EDp3FjzYKAWFsKukTe6YK,13.0,1561.0,2000.0
/artists/184437-cymande,Cymande,Cymande,4hfcSstwnyuBoek1dQwLkG,52.0,140896.0,729200.0
/artists/641323-cymbals-eat-guitars,Cymbals Eat Guitars,Cymbals Eat Guitars,580mg2IiCqPs9dmDUkJj2x,24.0,25095.0,14100.0
/artists/291073-cyminology,Cyminology,Cyminology,4faFmgGzHxLfZC8feIbJ8p,2.0,737.0,245.0
/artists/362622-cyndi-lauper,Cyndi Lauper,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,71.0,1744149.0,10200000.0
/artists/304937-cynic,Cynic,Cynic,5nXldeedEas60jZnMi40p4,38.0,85912.0,66700.0
/artists/9336009-cynthia-janes,Cynthia Janes,Cynthia Janes,5F3kdW0jTBFGFwj1T7LwRw,0.0,12.0,8.0
/artists/5783954-cynthia-millar,Cynthia Millar,Cynthia Millar,0fTp9FvQOAKq2RIkDY81yC,4.0,43.0,450.0
/artists/500307-cypress-hill,Cypress Hill,Cypress Hill,4P0dddbxPil35MNN9G2MEX,69.0,1443475.0,4800000.0
/artists/4837718-cypress-junkies,Cypress Junkies,,,,,
/artists/9645849-cyril,Cyril,Cyril,6nOsWu94aAFMlmywRTMkhI,21.0,4471.0,8400.0
/artists/9656409-cyril-cyril,Cyril Cyril,Cyril Cyril,2JH6WXpSCRKK7nmZ72gmVn,15.0,1999.0,4300.0
/artists/9929319-cyril-mauderli,Cyril Mauderli,,,,,
/artists/126716-cyril-neville,Cyril Neville,Cyril Neville,7gZpdFerSL21Z6544jJIzI,26.0,1822.0,6300.0
/artists/9843444-cyrilho,Cyrilho,Cyrilho,30jZNfpHPiaqXb6cMKW3lr,0.0,26.0,4.0
/artists/3179816-cyrille-aimee,Cyrille Aimee,Cyrille Aimee,7rcjVbooAaV2pPRdyPHCrM,44.0,32502.0,255500.0
/artists/9235389-cyrilov,Cyrilov,Cyrilov,0H6vgXIvnkAc6WemsfvikY,0.0,62.0,10.0
/artists/111203-cyro-baptista,Cyro Baptista,Cyro Baptista,2y9NOhiVDG6jZEMDwGUZhz,27.0,1799.0,27000.0
/artists/9491404-cyrus-dufoy,Cyrus Dufoy,,,,,
/artists/4747143-cyte,Cyte,Cyte,0PvckVjXqBLYvwO7b2XMdz,0.0,23.0,9.0
/artists/5663969-cytotoxin,Cytotoxin,Cytotoxin,4CIwd3LXEtN3xLe7PwWMNF,29.0,18002.0,13300.0
/artists/208863-czech-philharmonic-orchestra,Czech Philharmonic Orchestra,Czech Philharmonic Orchestra,35NnUEPKGspM23lTZvK3cb,46.0,15396.0,239900.0
/artists/6744744-cecile-mclorin,CÉcile Mclorin,Cécile McLorin,1mM0SjkFIJcWK8ND81ZMHS,33.0,814.0,2200.0
/artists/9227799-coldstar,CØLDSTAR,CØLDSTAR,0dhXSvkpnRQZzZAYfXCvEX,0.0,29.0,35.0
/artists/10139128-caline,Câline,Câline,5BQa3K2JUfOreapLGZa7IJ,0.0,11.0,40.0
/artists/9995954-can-bardd,Cân Bardd,Cân Bardd,04wLDXvXFg0ZTn7BBGMBXH,15.0,4336.0,2000.0
/artists/2156208-cathe,Cäthe,Cäthe,5sYAD1eimqznzNEh1mYoD1,26.0,9473.0,7700.0
/artists/412613-caecilie-norby,Cæcilie Norby,Cæcilie Norby,6XFVoO2x9F6P1FxZy1PG4H,33.0,6803.0,52800.0
/artists/2804751-cecile-mclorin-salvant,Cécile McLorin Salvant,Cécile McLorin Salvant,6PkSULcbxFKkxdgrmPGAvn,49.0,66002.0,138400.0
/artists/96850-cedric-tiberghien,Cédric Tiberghien,Cédric Tiberghien,0sMptzkewzs9B6zO9UqUug,22.0,696.0,16100.0
/artists/9788284-cegiu,Cégiu,Cégiu,2788iuwpBZWXk9gKU4NPpv,2.0,81.0,156.0
/artists/2996576-celina-ramsauer,Célina Ramsauer,Célina Ramsauer,6gOVO5vm9F9y4qbwJrOUfx,13.0,220.0,4200.0
/artists/3258061-celine-bonacina-trio,Céline Bonacina Trio,Céline Bonacina Trio,2ZMj1CX0XFdLlLFZjKHuhd,0.0,50.0,72.0
/artists/4091671-celine-bonacina-trio-way-of-life,Céline Bonacina Trio Way of Life,,,,,
/artists/9677364-celine-huber,Céline Huber,Céline Huber,2F3mC0A3MxXa7773Ol1NXb,9.0,119.0,83.0
/artists/2088261-celine-rudolph,Céline Rudolph,Céline Rudolph,1fPZsVeHzVTdlJlB8S1OIg,9.0,842.0,746.0
/artists/434428-ceu,Céu,Céu,2eFVsaX3yHLPeWpiqvmeFn,55.0,286333.0,761700.0
/artists/1977020-cezigues,Cézigues,Cézigues,3rkOHymFRc3k8tVCRDJPv3,0.0,10.0,6.0
/artists/625335-coeur-de-pirate,Cœur de pirate,Cœur De Pirate,2eRNMtoi82UZUuaL6naDjA,58.0,414384.0,1100000.0
/artists/9686779-d-selektah,D Selektah,D Selektah,42lBfnvatD6wWHrE98LdiU,0.0,33.0,10.0
/artists/6835344-d-tiberio,D Tiberio,D Tiberio,28ffXAtsOs3aKCBWQ6LQo5,7.0,868.0,910.0
/artists/210179-dangelo,D'Angelo,D'Angelo,336vr2M3Va0FjyvB55lJEd,63.0,1062616.0,2000000.0
/artists/630486-dcallaos,D'Callaos,D'Callaos,0jjlRKSnt9k3PpgJplbiLE,21.0,13448.0,6700.0
/artists/2952651-djamency,D'Jamency,D'Jamency,0KprRqPNvSr4q9B1HKxSTz,0.0,40.0,34.0
/artists/276362-dad,D-A-D,D-A-D,2I6gQ8HicF6er2NgjfkwGd,50.0,92063.0,401200.0
/artists/5779169-dbangerz,D-Bangerz,D-BangerZ,6W5AouTbeO2xtntfHxyKps,1.0,310.0,117.0
/artists/2609676-dblock-and-stefan,D-Block & S-te-Fan,D-Block & S-te-Fan,6L7a6wPGpvLtTwOsMLnF1z,62.0,151298.0,1300000.0
/artists/173199-dflame,D-Flame,D-Flame,3ZMCkhgFluHX0XAKYaZd1w,34.0,14541.0,28900.0
/artists/8729849-djoker,D-Joker,D Joker,2JuFTZrJgojx3lff6mpF88,0.0,4.0,3.0
/artists/8564494-dsturb,D-Sturb,D-Sturb,7E6DrjKJieOdJKO8mbwCMO,56.0,49220.0,784500.0
/artists/928189-dunity,D-Unity,D-Unity,3IpAthjvdkddgfMSsURuMF,25.0,10725.0,22800.0
/artists/53812-drock,D-rock,D-Rock,5IhZDCshTvUV47zJP5hykq,6.0,92.0,234.0
/artists/3622156-d-brun-del-re,D. Brun Del Re,D. Brun del Re,6Y3tGlRRQUfYa7k5xagqXe,0.0,1.0,1.0
/artists/121098-d-ramirez,D. Ramirez,D. Ramirez,201By8qzTjeVqjXBge2ZDz,30.0,3829.0,42100.0
/artists/422116-daf,D.A.F.,D.A.F.F,2vDr4PHaWJazlhFHAq2UbF,0.0,4.0,5.0
/artists/436740-dan,D.A.N.,D.A.N.,1pnciyHx1BO7b1EqyatTrx,36.0,64392.0,82400.0
/artists/7745709-dc-us,D.C. ,D.C.,3DHrekEiEmWikUAIPeFIpP,2.0,2.0,225.0
/artists/68640-dex,D.E.X,D.E.X,6x175NC4p1WvaV49PzMRRR,0.0,0.0,225.0
/artists/147843-di,D.I.,D.I.,5oasYcG0IyAwjap9t3MWW0,32.0,26872.0,32400.0
/artists/510773-did,D.I.D,D.I.D,1XwRhEHqiCVgiEJQk66fyy,29.0,26851.0,34200.0
/artists/12472-dim,D.I.M,D.I.M.,7DhO8EWzhqmHTF4XPkBXmh,13.0,3855.0,3900.0
/artists/325990-doa,D.O.A.,D.O.A.,3g92p1YpivbOqVLiYVd4Yk,35.0,41297.0,78300.0
/artists/150901-dons,D.O.N.S.,D.O.N.S.,0ZE5ebvMFTLID21lvvdgbx,30.0,2194.0,49900.0
/artists/500467-dri,D.R.I.,D.R.I.,6eKzDvHhJgMtcaOrvEXCTv,42.0,153845.0,95500.0
/artists/8923349-dream-ch,D.R.Ê.A.M ,D.R.E.A.M,3EsWWv7WUqvztBqhWx3mkC,0.0,4.0,6.0
/artists/376144-dj-cash-money,D.j. Cash Money,DJ Cash Money,0H3c1WXYi5Cwg9IwfPiWRY,5.0,395.0,410.0
/artists/241210-dj-ralph,D.j. Ralph,DJ Ralph,6Lg8JhNl2DphBm9ZZsPS12,21.0,32173.0,53300.0
/artists/558302-dot,D.o.t.,D.O.E.,4TLCPR1sMYoNU1jA7O4uww,63.0,1037.0,57800.0
/artists/8425953-dtroit,D/troit,D/troit,4tq47Sky0d5VYZLD1DepwV,23.0,4338.0,16800.0
/artists/564470-dprojekt,D:projekt,dprojekt,3RuijjZVzFAra7DlZR4dgO,0.0,3.0,27.0
/artists/9196614-daau-die-anarchistische-abendunterhaltung,DAAU - Die Anarchistische Abendunterhaltung,DAAU - Die Anarchistische Abendunterhaltung,4aMFqLDCdQRIaeYGLKUPJI,7.0,1664.0,657.0
/artists/9863024-daens,DAENS,DAENS,5HuxIPrc5s7LnbuAYNRQYK,23.0,1671.0,9900.0
/artists/10090248-dam-de,DAM ,Dami Im,2wSrZOe6YVo6XoKma22sdY,42.0,49597.0,179900.0
/artists/9754254-dana-ch,DANA ,AES DANA,6n1fB5NgTsFNdT4JHpVMe1,38.0,33872.0,83300.0
/artists/1225899-danilo-schneider,DANILO SCHNEIDER,Danilo Schneider,23NBbnOpU2y9OfMPrfbZ6U,0.0,157.0,74.0
/artists/9181524-dardan,DARDAN,Dardan Albano,3TsZuPjVTbIDY5IFAAN7pA,0.0,16.0,23.0
/artists/10134111-das-zelt-this-is-rock,DAS ZELT: This Is Rock,,,,,
/artists/8923549-dat-adam,DAT ADAM,DAT ADAM,28gHcaI0rBIqOYmDRx5AnP,50.0,232857.0,262900.0
/artists/8344783-daynite,DAYNITE,DAYNITE,1MccbNOQYCXA0wTu8WwgDP,0.0,1.0,262900.0
/artists/2708066-dc-breaks,DC Breaks,DC Breaks,4D5VLxuFvZ058Z5S8YmE47,41.0,40264.0,165400.0
/artists/6857644-dc-schneider,DC Schneider,DC Schneider,7AhGLhn25P60cb1cHGMIth,0.0,55.0,32.0
/artists/10095447-ddm-drowning-dog-and-malatesta,DDM (Drowning Dog and Malatesta),DDM (Drowning Dog and Malatesta),0cTpcy5VtCdRb92ZhJ9FLs,4.0,208.0,168.0
/artists/9476514-dead-kittens,DEAD KITTENS,Dead Kittens,2dbwLt3uaPabow2o1n6SEZ,2.0,307.0,153.0
/artists/7756469-deadly-whispers,DEADLY WHISPERS,Deadly Whispers,16MhSBQW3BP4bh2ZHCSS1S,0.0,63.0,13.0
/artists/1968463-deadsquad,DEADSQUAD,DeadSquad,2By8ec9DQOnN2aiiFyrQ82,40.0,67819.0,60400.0
/artists/717801-decibelles,DECIBELLES,The DeciBelles,5GZGNTUxHv0F27HIkrMRat,1.0,32.0,81.0
/artists/8891474-deena-abdelwahed,DEENA ABDELWAHED,Deena Abdelwahed,20fUkJZtm2I6zdIuj2XpgV,16.0,9657.0,5300.0
/artists/7866534-deep-kick-ch,DEEP KICK ,Deep Kick,04Hs55zsxm09wzTYIkU5hp,8.0,1922.0,788.0
/artists/8799989-defender-ch,DEFENDER ,DEFENDER,78nWELQDYyPBGLlFSEvu45,0.0,0.0,788.0
/artists/8732034-degaf-5tet,DEGAF 5tet,,,,,
/artists/300957-deladap,DELADAP,Deladap,1KIo4b95g1KHA2AQz7fwa2,37.0,11137.0,101200.0
/artists/8243143-demon-d,DEMON D,DEMON SADY,6XCWzAMF4tDFfq8MW0o1AW,13.0,0.0,228.0
/artists/123082-dhm,DHM,DHM,5Gf0TFW0ZdW1ztfNrMSiYN,0.0,4.0,1.0
/artists/734194-didi,DIDI,DIDI HAN,2j74J6dIUd8X3x6UKH3pZF,24.0,1200.0,12100.0
/artists/5442918-diiv,DIIV,DIIV,4OrizGCKhOrW6iDDJHN9xd,51.0,289418.0,465800.0
/artists/7866529-dirty-sound-magnet-ch,DIRTY SOUND MAGNET ,Dirty Sound Magnet,4xRdcudb8V909KuVer6gko,23.0,9299.0,11900.0
/artists/9912104-disko4stack,DISKO4STACK,,,,,
/artists/7735699-disparaged-ch,DISPARAGED ,Disparaged,5aMFBCr3dY7YgkZIfeGPmo,3.0,746.0,197.0
/artists/9592219-dj-3-points,DJ 3 points,Dj 3 Points,1rSqYAZYl6n2c8RG1sPE8f,4.0,75.0,520.0
/artists/7446274-dj-atn,DJ ATN,DJ R'AN,2nkKVaAGmejQ86cx0a49KL,38.0,760.0,31200.0
/artists/9102799-dj-abalone,DJ Abalone,,,,,
/artists/895349-dj-access,DJ Access,DJ Access,6pgLZsB8Z4kotoAiX8yW3T,35.0,418.0,80800.0
/artists/8187958-dj-acee,DJ Acee,DJ Ace,7tj6AabAWOhGXHgGAggfGg,30.0,703.0,18500.0
/artists/7214454-dj-akay,DJ Akay,DJ Aka M,7IwwnAhHc5Y5OA1Jp6BgzT,15.0,7.0,4.0
/artists/2350831-dj-alchemist,DJ Alchemist,DJ Alchemist,6WBM1XFwIGem4Q4vsnfRjy,0.0,53.0,29.0
/artists/8244528-dj-alexdilauro,DJ AlexDiLauro,,,,,
/artists/7386009-dj-alpha-ch,DJ Alpha ,DJ Alpha,7KVfd018kbfpwpXVQBdfs8,7.0,1624.0,1300.0
/artists/9599704-dj-analyze,DJ Analyze,DJ Analyzer,1zI4yaIirqzCa8dve8Qc1t,39.0,1377.0,125300.0
/artists/3151281-dj-antention,DJ Antention,DJ Antention,37XvkSeuwC5KLM6Tlcf6vw,8.0,1881.0,972.0
/artists/554649-dj-antoine,DJ Antoine,DJ Antoine,6yTYR09WCvsgdnurDW4WQo,65.0,512816.0,3800000.0
/artists/5913764-dj-arg,DJ Arg,DJ Arg,2ArbNOXtlmoc93HigDyYIN,0.0,39.0,24.0
/artists/2371078-dj-arrow,DJ Arrow,DJ Arroway,6KW9ZfiJJAaETRqB9TbAw2,1.0,8.0,137.0
/artists/10138953-dj-aspen,DJ Aspen,DJ Aspect,45i7lVSmiMgSBINUJvT25P,0.0,15.0,4.0
/artists/7131509-dj-aus,DJ Aus,DJ Aust,22FGBaEhGIgIJDQn1SJncu,0.0,0.0,4.0
/artists/7735714-dj-barbarossa,DJ BARBAROSSA,,,,,
/artists/6835504-dj-benji,DJ BENJI,DJ Benji,3Nztw1SDm9ubtilBnbyUCF,5.0,25.0,288.0
/artists/261514-dj-babu,DJ Babu,DJ Babu,7LSCBbEAuCqQqE0MGszyKl,37.0,21664.0,24400.0
/artists/7652644-dj-bada-boom-ch-youruniverse,DJ Bada Boom (CH) YourUniverse,,,,,
/artists/7652629-dj-bada-boom-youruniverse-ch,DJ Bada Boom (YourUniverse)  CH,,,,,
/artists/2442751-dj-bailey,DJ Bailey,DJ Bailey,2Y7ZpDdVOpkOWNOXekZXrB,0.0,246.0,142.0
/artists/2445181-dj-banel,DJ Banel,DJ Baseline,20NoMoaBtST9mlszfO40WX,1.0,137.0,160.0
/artists/7670054-dj-bernie,DJ Bernie,Dj Bernie,4dNwCdF9COKrMScymnW2xn,0.0,30.0,434.0
/artists/8192163-dj-big-daddy,DJ Big Daddy,DJ Big Daddy,1XgvbjwKiHVcYmK24EUGOO,0.0,3.0,54.0
/artists/3576421-dj-bird,DJ Bird,DJ Bird,0EBqjy04ynsSEw21zox8cS,10.0,1.0,704.0
/artists/3375826-dj-bl3nd,DJ Bl3nd,DJ Bl3nd,1mjaKQFP5Gz83rw9PsN1r0,2.0,3.0,216.0
/artists/9726639-dj-blood-a-run,DJ Blood a Run,,,,,
/artists/10006714-dj-bluemind,DJ Bluemind,DJ Bluemind,4LTuECahZqDGhHip7AmD3K,0.0,2.0,216.0
/artists/60451-dj-bobo,DJ BoBo,DJ BoBo,14dmbYen0AciYxu5n4Fkpd,58.0,147809.0,1400000.0
/artists/4360043-dj-bobo-dancing-las-vegas,DJ Bobo Dancing Las Vegas,,,,,
/artists/10069040-dj-bozilla,DJ Bozilla,,,,,
/artists/1070547-dj-bradd,DJ Bradd,DJ Bradd,0SqNZm1FuiAi2DuYBIk2Ji,0.0,0.0,1.0
/artists/8860349-dj-buzz,DJ Buzz,DJ Buzz,4OL7JQEzpw3nyfQn0DrrB6,16.0,93.0,5100.0
/artists/10138955-dj-borren,DJ Börren,DJ Borhan,7H3MxzuOpWD0ETVy1ewlNb,19.0,1888.0,3200.0
/artists/10109637-dj-bugelbrett,DJ Bügelbrett,,,,,
/artists/10112728-dj-crazy2000,DJ CRAZY2000,,,,,
/artists/207856-dj-cam,DJ Cam,DJ Cam,1hwAhXzyuEUjug2pyNVSvg,42.0,47217.0,194500.0
/artists/7766129-dj-candie-hank,DJ Candie Hank,,,,,
/artists/7257644-dj-certified,DJ Certified,DJ Certified,0SQ852L8mY9Ns7kW8gmJCw,0.0,0.0,194500.0
/artists/5339443-dj-chad-tyson,DJ Chad Tyson,,,,,
/artists/5913719-dj-chrisbe,DJ Chrisbe,DJ Chris,5kR9F5Fbmx5OY5NNG5Pbzk,13.0,127.0,1200.0
/artists/5508608-dj-chuckie,DJ Chuckie,DJ Chuckie,3NwMwlJraqubsJPlKADvjN,24.0,2980.0,20800.0
/artists/3100201-dj-cio,DJ Cio,DJ Cio,19XMOVfRTAnzUHyI0QS6tm,0.0,0.0,20800.0
/artists/5503523-dj-claud,DJ Claud,DJ Claude,41Yn0CdI5DjuLB8FyKMSuC,0.0,1015.0,24.0
/artists/8178073-dj-clyde,DJ Clyde,DJ Clyde,2kV9OczEng8aqaZQlyCujC,0.0,9.0,4.0
/artists/919794-dj-cruz,DJ Cruz,DJ Cruz,1vMCVvhSQLakB4sO9tCDLb,30.0,1383.0,33800.0
/artists/620733-dj-crypt,DJ Crypt,DJ Crypt,4k52lZpKJlCCZYDsvgcg1V,19.0,213.0,547.0
/artists/5466888-dj-cupid,DJ Cupid,DJ Cupid,2uEkeEBseNeqDHulhCFkMM,1.0,23.0,9.0
/artists/7859504-dj-cut,DJ Cut,DJ Cut,3N5sEoj3PjyDQvnPXwqnHG,1.0,13.0,132.0
/artists/7446319-dj-cutxact,DJ Cutxact,,,,,
/artists/8598819-dj-dal,DJ DAL,DJ DALLAS,5u30gFKFlhlPZ3L7DCFaLJ,0.0,1.0,1.0
/artists/10111370-dj-divid,DJ DIVID,DJ David,00nKDwcswFE6d81sVSgwCW,27.0,180.0,1400.0
/artists/978661-dj-dms,DJ DMS,DJ DMD,6OlAT1SEcIbALbMy6Z5TVL,34.0,27588.0,72800.0
/artists/6795214-dj-dza,DJ DZA,DJ DAGZ,1Lc5FZcAajFa5s8X9iyXhw,23.0,88.0,750.0
/artists/7603814-dj-dachstock,DJ Dachstock,,,,,
/artists/919712-dj-damon,DJ Damon,DJ Damon,0jRsfR6y4F1wIsfdCncNVO,0.0,136.0,77.0
/artists/7839404-dj-danny-ramone,DJ Danny Ramone,,,,,
/artists/605031-dj-day,DJ Day,DJ Day,64nlNvqVtLkdY4x8Hhvq6T,34.0,7108.0,69500.0
/artists/60803-dj-daz,DJ Daz,DJ Daz,5ZFm9n8vwnO6fA9BGjyknM,4.0,66.0,5.0
/artists/1951438-dj-dejan,DJ DeJan,DJ Dean,7AUMoJOQDvEYXHBFNCJhAb,37.0,16580.0,92300.0
/artists/412147-dj-deep,DJ Deep,DJ Deep,3lbzbbtoq31WIRghjdBuuf,23.0,3577.0,17100.0
/artists/8162363-dj-deto-and-le-blacky,DJ Deto & Le Blacky,,,,,
/artists/8461463-dj-djel,DJ Djel,DJ Djel,2DYCmLOYjC3RwANl9gzdk4,11.0,372.0,259.0
/artists/8150218-dj-don-don,DJ Don Don,DJ Don Don,7qCk4GhseabeEta9bRmbVN,0.0,6.0,259.0
/artists/6043279-dj-done,DJ Done,DJ Donet,2ihRweCd36J7VOa9njJ0kJ,0.0,4.0,4.0
/artists/6343774-dj-doobious,DJ Doobious,DJ Drobitussin,1UOqqaCn0JIkR977k0L4LD,42.0,8454.0,158600.0
/artists/9704909-dj-doomzuckerli,DJ Doomzückerli,,,,,
/artists/7626604-dj-doublechin,DJ Doublechin,,,,,
/artists/302365-dj-dream,DJ Dream,DJ Dream,5g5KFjj9OWGKBpCOhUWyUv,13.0,156.0,3900.0
/artists/9290059-dj-dream-ch,DJ Dream ,DJ Dream,5g5KFjj9OWGKBpCOhUWyUv,13.0,156.0,3900.0
/artists/8150193-dj-dreamzswitzerland,DJ Dreamz_Switzerland,,,,,
/artists/8563534-dj-dub,DJ Dub,DJ Dub,4IyQ99UIhfKO3Jka1ZGWQK,2.0,0.0,307.0
/artists/7875549-dj-eklips,DJ EKLIPS,DJ Eklips,3iZ3cCIY0650U5j3K8JJyo,2.0,6.0,307.0
/artists/9621979-dj-eagle-swc-records,DJ Eagle (SWC Records),,,,,
/artists/4444583-dj-edu,DJ Edu,DJ Edu,282qczsRq0zgXtdnnrfrgX,12.0,217.0,6300.0
/artists/443581-dj-efx,DJ Efx,DJ Efx,73sCtNuqnkY0UB9OpRUGgw,9.0,415.0,1700.0
/artists/10117165-dj-emabe,DJ Ema/Be,DJ Ema/Be,2uXsh0SI3wgOzPHzN5uiNx,4.0,1150.0,5600.0
/artists/705244-dj-engineer,DJ Engineer,DJ Mastering Engineer,4UlHWT09anOakEsBY65Jwr,0.0,0.0,5600.0
/artists/8364618-dj-enjay,DJ Enjay,DJ Emjay,3R7BD2werlAXbVVwP0dGcn,18.0,75.0,5300.0
/artists/4129806-dj-eric-bad-taste,DJ Eric Bad Taste,,,,,
/artists/1179818-dj-exile,DJ Exile,DJ Exile,2qrzHoHp6ScigAUdFRpjfu,0.0,12.0,5300.0
/artists/3458771-dj-f,DJ F,DJ Fle,2fZcYu4ltOFdwsnDmLQ9jl,54.0,2578.0,1200000.0
/artists/847015-dj-fab,DJ FAB,DJ FAB,251kGP5yVoik3SZIJfX9iE,4.0,106.0,151.0
