,genre_id,genre_name,genre_name_edited,top_genre_id,top_genre_name,unique_top_genre,everynoise_id,everynoise_name,discogs_genre_name,discogs_style_name
2480,Q108297241,flamenco pop,flamenco pop,Q205049,world music,0.0,,,,
2481,Q6110311,flamenco rock,flamenco rock,Q11399,rock music,0.0,rockandaluz,rock andaluz,,
2482,Q6110311,flamenco rock,flamenco rock,Q205049,world music,0.0,rockandaluz,rock andaluz,,
2483,Q108297242,flashcore,flashcore,Q9778,electronic music,0.0,,,,
2484,Q106561159,flemish folk music,flemish folk,Q43343,folk music,0.0,flemishfolk,flemish folk,,
2485,Q106561159,flemish folk music,flemish folk,Q205049,world music,0.0,flemishfolk,flemish folk,,
2486,Q3328678,flemish music,flemish,Q205049,world music,0.0,,,,
2487,Q108297243,flex dance music,flex dance,Q316930,dance music,0.0,,,,
2488,Q108297243,flex dance music,flex dance,Q9778,electronic music,0.0,,,,
2489,Q108297243,flex dance music,flex dance,Q572717,music of jamaica,0.0,,,,
2490,Q1429121,flogger,flogger,Q1429121,flogger,1.0,,,,
2491,Q2396639,florida breaks,florida breaks,Q2396639,florida breaks,1.0,,,,
2492,Q1430045,florida death metal,florida death metal,Q1430045,florida death metal,1.0,,,,
2493,Q107564787,florida death metal,florida death metal,Q11399,rock music,0.0,floridadeathmetal,florida death metal,,
2494,Q106424145,fm synthesis,fm synthesis,Q9778,electronic music,0.0,,,,
2495,Q106424145,fm synthesis,fm synthesis,Q26897135,functional music,0.0,,,,
2496,Q16303306,folk & roll,folk & roll,Q16303306,folk & roll,1.0,,,,
2497,Q5863486,folk and roll,folk and roll,Q5863486,folk and roll,1.0,,,,
2498,Q5464445,folk baroque,folk baroque,Q205049,world music,0.0,,,,
2499,Q5464445,folk baroque,folk baroque,Q5464445,folk baroque,1.0,,,,
