artist_id,artist_name,spotify_name,match_error,spotify_id,spotify_popularity,spotify_followers,spotify_listeners
/artists/110449-jonas-brothers,Jonas Brothers,Jonas Brothers,,7gOdHgIoIKoe4i9Tta6qdD,80,5564138,23500000
/artists/3091156-bonas-brothers,Bonas Brothers,Jonas Brothers,X,7gOdHgIoIKoe4i9Tta6qdD,80,5560654,23500000
/artists/8492913-josh-ch,JOSH ,Josh A,X,2rWCIhENZyPVDAeFC0ESWN,71,484687,3400000
/artists/9477909-josh-at,Josh. ,Josh A,X,2rWCIhENZyPVDAeFC0ESWN,71,484687,3400000
/artists/2994826-joydisaster,Joydisaster,Joy/Disaster,,6ncVTfa2SfvtHYialWxV5c,6,910,411
/artists/1057818-joy-disaster,Joy Disaster,Joy/Disaster,,6ncVTfa2SfvtHYialWxV5c,6,910,411
/artists/258379-junip,Junip,Junip,,7HcipAIJatVGT4U6HQrnFW,47,157564,336100
/artists/10139012-jukip2,jukip2,Junip,X,7HcipAIJatVGT4U6HQrnFW,47,157564,336300
/artists/8146508-okwess-international,Okwess International,Jupiter & Okwess,,2tujJgEWPfR8gdqVw183dT,24,10619,16900
/artists/5407008-jupiter-and-okwess-international,Jupiter and Okwess International,Jupiter & Okwess,,2tujJgEWPfR8gdqVw183dT,24,10619,16900
/artists/2697281-koan-sound,KOAN Sound,KOAN Sound,,1NCLweIUpq8knzemBwAwoo,42,99975,142700
/artists/6418099-koqa,KOQA,KOAN Sound,X,1NCLweIUpq8knzemBwAwoo,42,99975,142700
/artists/642733-nesseria,-NESSERIA -,KSI,X,1nzgtKYFckznkcVMR3Gg4z,78,2093729,8600000
/artists/380938-k,K,KSI,X,1nzgtKYFckznkcVMR3Gg4z,78,2095453,8600000
/artists/508769-kakkmaddafakka,Kakkmaddafakka,Kakkmaddafakka,,4HV7yKF3SRpY6I0gxu7hm9,51,165971,497600
/artists/9598129-kakkmadda-fakka,Kakkmadda fakka,Kakkmaddafakka,,4HV7yKF3SRpY6I0gxu7hm9,51,165971,497600
/artists/190256-kali,Kali,Kali,,1YRqgFNXqRyMDRr8ClS1NL,60,31171,1800000
/artists/189461-kal,Kal,Kali,X,1YRqgFNXqRyMDRr8ClS1NL,60,31171,1800000
/artists/8086173-kasparov-ch,Kasparov ,Kasparov,,4aBZtFUcaeqWOpAq5H3nRq,27,7145,31300
/artists/1114724-kasparov,Kasparov,Kasparov,,4aBZtFUcaeqWOpAq5H3nRq,27,7145,31300
/artists/7492704-katrin-bauerfeind,Katrin Bauerfeind,Katrin Bauerfeind,,7tauLr0mjs4tHHOfTJqgaH,24,2438,697
/artists/7948663-katrin-bauernfeind,Katrin Bauernfeind,Katrin Bauerfeind,,7tauLr0mjs4tHHOfTJqgaH,24,2438,697
/artists/2347487-kevin-devine-and-the-goddamn-band,Kevin Devine and The Goddamn Band,Kevin Devine,,66ScZxprvrMbCtN4ivA0JX,45,42692,429300
/artists/267661-kevin-devine,Kevin Devine,Kevin Devine,,66ScZxprvrMbCtN4ivA0JX,45,42692,429300
/artists/2692461-khaladj,Khaladj,Khalid,X,6LuN9FCkKOj5PcnpouEgny,88,14342483,46200000
/artists/894756-khalid,Khalid,Khalid,,6LuN9FCkKOj5PcnpouEgny,88,14342483,46200000
/artists/586539-kivimetsan-druidi,Kivimetsän Druidi,Kivimetsän Druidi,,7dAMU7I6Luvi1dS7k1LTFi,21,10032,10700
/artists/370473-kivimetsn-druidi,Kivimetsn Druidi,Kivimetsän Druidi,,7dAMU7I6Luvi1dS7k1LTFi,21,10032,10700
/artists/10131325-klaus-falschlunger,Klaus Falschlunger,Klaus Falschlunger,,5lYbMTW2E6TizSGk2jaesP,1,40,106
/artists/9922254-falschlunger,Falschlunger,Klaus Falschlunger,,5lYbMTW2E6TizSGk2jaesP,1,40,106
/artists/4041841-konono-ndeg1,Konono n°1,Konono N°1,,6Sr77iisVrcSg7bQfqqRHk,23,10638,7600
/artists/6306879-konono-no1,Konono No.1,Konono N°1,,6Sr77iisVrcSg7bQfqqRHk,23,10638,7600
/artists/8949614-korto-fr,Korto ,Korto,,0J6BHUunmBkUJB2LmesReA,4,437,201
/artists/4489573-korto,Korto,Korto,,0J6BHUunmBkUJB2LmesReA,4,437,201
/artists/5052973-harbour-heads,The Harbour Heads,Kristoffer And The Harbour Heads,,6SiVNy78yyHks1trqmvYTD,1,581,87
/artists/6094049-kristoffer-and-the-harbour-heads,Kristoffer & The Harbour Heads,Kristoffer And The Harbour Heads,,6SiVNy78yyHks1trqmvYTD,1,581,87
/artists/3905391-krocus,Krocus,Krokus,,4YveAIZNQZBiWbt7iWsvCa,47,215502,318700
/artists/397997-krokus,Krokus,Krokus,,4YveAIZNQZBiWbt7iWsvCa,47,215502,318700
/artists/344877-kruger,Kruger,Kruger,,28BpWcNSS8iZIXXaQIL7VU,6,548,53
/artists/507931-krug,Krug,Kruger,X,28BpWcNSS8iZIXXaQIL7VU,6,548,53
/artists/2046480-kunz,Kunz,Kunz,,30RSfdFlYhqrXr6c4c2xJJ,45,20007,90500
/artists/8722664-kunz-switzerland,Kunz ,Kunz,,30RSfdFlYhqrXr6c4c2xJJ,45,20007,90500
/artists/623-lorchestre-de-la-suisse-romande,L'orchestre De La Suisse Romande,L'Orchestre de la Suisse Romande,,4NzLn7UyhvBlgzhF7WwMM1,41,5570,120100
/artists/9579749-orchestre-de-la-suisse-romande,Orchestre de la Suisse Romande,L'Orchestre de la Suisse Romande,,4NzLn7UyhvBlgzhF7WwMM1,41,5570,120100
/artists/118548-lp,LP,LP,,0J7U24vlOOIeMpuaO6Q85A,70,2171472,5300000
/artists/1046786-lcp,LCP,LP,X,0J7U24vlOOIeMpuaO6Q85A,70,2171472,5300000
/artists/3593991-ladylike-lily,Ladylike Lily,Ladylike Lily,,4c9EbrVVm6nlAgkZbtpoTg,15,3572,3700
/artists/7737269-ladylike-lili,Ladylike Lili,Ladylike Lily,,4c9EbrVVm6nlAgkZbtpoTg,15,3572,3700
/artists/8046783-larytta-ch,LARYTTA ,Larytta,,11M2l1ZEGnx0viiMpLYvC6,10,1471,2900
/artists/78847-larytta,Larytta,Larytta,,11M2l1ZEGnx0viiMpLYvC6,10,1471,2900
/artists/4702763-skeleton-band,Skeleton Band,Le Skeleton Band,,2g44r8YEPcr8FnaVEJMd2N,2,385,153
/artists/2707801-le-skeleton-band,Le Skeleton Band,Le Skeleton Band,,2g44r8YEPcr8FnaVEJMd2N,2,385,153
/artists/2380124-lefto,Lefto,Lefto,,38qHUVZbVZfKq6NJxTU9oj,20,2160,8000
/artists/46639-left,Left,Lefto,,38qHUVZbVZfKq6NJxTU9oj,20,2160,8000
/artists/140435-cowboys-fringants,Cowboys Fringants,Les Cowboys Fringants,,54BZLczVMsW9sPSIcUst1a,57,163585,394000
/artists/320186-les-cowboys-fringants,Les Cowboys Fringants,Les Cowboys Fringants,,54BZLczVMsW9sPSIcUst1a,57,163642,394000
/artists/8894439-les-filles-de-illighadad,Les Filles de Illighadad,Les Filles de Illighadad,,45EoOvcenErsYkaJUnqjJv,31,15883,40300
/artists/8903784-le-filles-de-illighadad,Le Filles De Illighadad,Les Filles de Illighadad,,45EoOvcenErsYkaJUnqjJv,31,15883,40300
/artists/6489049-hay-babies,Hay Babies,Les Hay Babies,,19MYB7a3GOTcbnZrl7juwx,29,8345,16200
/artists/5480613-les-hay-babies,Les Hay Babies,Les Hay Babies,,19MYB7a3GOTcbnZrl7juwx,29,8345,16200
/artists/9164734-liars-usa,Liars ,Liars,,2z78AlkdwE2Ghj9EB50M6z,42,70617,126700
/artists/374699-liars,Liars,Liars,,2z78AlkdwE2Ghj9EB50M6z,42,70617,126700
/artists/5168588-licht-aus,Licht Aus,Light Asylum,X,2y98d6N81pArQNXYvkupr8,31,31134,45300
/artists/4428303-light-asylum,Light Asylum,Light Asylum,,2y98d6N81pArQNXYvkupr8,31,31134,45300
/artists/96298-lina,Lina,Lina,,3YPpKFZGAT0O8SJca2Aaj8,47,103023,133300
/artists/7965448-ligna,Ligna,Lina,X,3YPpKFZGAT0O8SJca2Aaj8,47,103023,133300
/artists/5769989-lingua-mortis,LINGUA MORTIS,Lingua Mortis Orchestra,,63AVLDvDrpyxVr66n8yyA6,7,2436,847
/artists/6841594-lingua-mortis-orchestra,Lingua Mortis Orchestra,Lingua Mortis Orchestra,,63AVLDvDrpyxVr66n8yyA6,7,2436,847
/artists/9681209-lord-kesseli-and-the-drums,lord kesseli and the drums,Lord Kesseli and the Drums,,7kEPX26C3PvemPun7bnWGD,6,918,375
/artists/8451173-lord-kessel-and-the-drums,Lord Kessel And The Drums,Lord Kesseli and the Drums,,7kEPX26C3PvemPun7bnWGD,5,918,384
/artists/8177708-lord-soft,Lord Soft,Lords of Black,,5PgEqen6HcezHZRU1PJO0Z,34,13064,80600
/artists/8327338-lords-of-black,Lords of Black,Lords of Black,,5PgEqen6HcezHZRU1PJO0Z,34,13064,80600
/artists/4947113-lost-alone,Lost Alone,LostAlone,,0rAOPs8hf2bB7KECYDdaMC,12,3241,1700
/artists/210970-lostalone,LostAlone,LostAlone,,0rAOPs8hf2bB7KECYDdaMC,12,3241,1700
/artists/4511343-luca-marini,Luca Marini,Luca Marino,,0Y1HW8SBc44CGnE6TkLPxT,2,230,104
/artists/9280879-luca-marino,Luca Marino,Luca Marino,,0Y1HW8SBc44CGnE6TkLPxT,2,230,104
/artists/2688446-niggli,Niggli,Lucas Niggli,,0ZsCrNbXiG1JKXjIMWrwW3,7,190,312
/artists/2081883-lucas-niggli,Lucas Niggli,Lucas Niggli,,0ZsCrNbXiG1JKXjIMWrwW3,7,190,312
/artists/78545-lucky,Lucky,Lucky,,6EVH8rZ1EAJxprA8Izh6Je,34,614,58100
/artists/8429553-luck3y,Luck3y,Lucky,X,6EVH8rZ1EAJxprA8Izh6Je,34,614,58100
/artists/10098348-luzerner-sinfonieorchester,Luzerner Sinfonieorchester,Luzerner Sinfonieorchester,,3bp9jWcdIJ7mBk8Z8RrKCD,24,177,11000
/artists/9734009-lucerne-symphony,Lucerne Symphony,Luzerner Sinfonieorchester,,3bp9jWcdIJ7mBk8Z8RrKCD,24,177,11000
/artists/5313478-ms-mr,MS MR,MS MR,,4XaUmUGjidSklcDHxv3XWf,46,261116,353200
/artists/8798394-mslm,MSLM,MS MR,X,4XaUmUGjidSklcDHxv3XWf,46,261116,353200
/artists/416584-mad-dog,Mad Dog,Mad Dog,,1uzkHS7XittpyObk3I7E8D,20,0,230
/artists/8279223-mad-dog-it,Mad Dog ,Mad Dog,,1uzkHS7XittpyObk3I7E8D,20,0,230
/artists/9720424-madsen-de,Madsen ,Madsen,,1LsT3D414izg8h3K1VbrL4,52,174962,507900
/artists/275414-madsen,Madsen,Madsen,,1LsT3D414izg8h3K1VbrL4,52,174962,507900
/artists/157987-mad,Mad,Maduk,,6TaaqqCMRMSpvNHClfnbEL,55,74154,642100
/artists/4380973-maduk,Maduk,Maduk,,6TaaqqCMRMSpvNHClfnbEL,56,74154,642100
/artists/10070013-ma-gda,ma gda,Magda,,4ZLVlSUnWLinbhSzAiBrt2,18,3300,3800
/artists/313866-magda,Magda,Magda,,4ZLVlSUnWLinbhSzAiBrt2,18,3300,3800
/artists/8046853-magic-and-naked-ch,MAGIC & NAKED ,Magic & Naked,,3lZJcvwpzpBRHN7ZalVwkX,15,1637,6300
/artists/7485759-magic-and-naked,Magic and Naked,Magic & Naked,,3lZJcvwpzpBRHN7ZalVwkX,16,1637,6300
/artists/2106813-magic-slim-and-teardrops,Magic Slim & Teardrops,Magic Slim & The Teardrops,,2HjJcAHHvf3xGxYQ6LXSat,29,5282,25100
/artists/67708-magic-slim-and-the-teardrops,Magic Slim & The Teardrops,Magic Slim & The Teardrops,,2HjJcAHHvf3xGxYQ6LXSat,29,5282,25100
/artists/2414363-magic-rays,Magic Rays,Magicrays,,6VXg4ZmtUQikwtmVk4s8Vv,1,157,70
/artists/444880-magicrays,Magicrays,Magicrays,,6VXg4ZmtUQikwtmVk4s8Vv,1,157,70
/artists/4567848-make-me-a-donut,Make Me a Donut,Make Me A Donut,,6t1j1IalJsZUxbprOZ7yBf,4,1151,280
/artists/8046673-make-me-a-donut-ch,MAKE ME A DONUT ,Make Me A Donut,,6t1j1IalJsZUxbprOZ7yBf,4,1151,280
/artists/9055379-makewar,MakeWar,MakeWar,,0dZUiHIO2BUomz0xwglFiW,27,5789,21000
/artists/8654704-make-war,Make War,MakeWar,,0dZUiHIO2BUomz0xwglFiW,27,5789,21000
/artists/125355-mali,Mali,Malik,,5jujKJzauvmpXUhyyWo3UD,41,3500,99900
/artists/424332-malik,Malik,Malik,,5jujKJzauvmpXUhyyWo3UD,41,3500,99900
/artists/8927299-mane-ch,Mané ,Mane,,5li13rGEluEhEu6AOja0sa,18,50,4200
/artists/396838-mane,Mane,Mane,,5li13rGEluEhEu6AOja0sa,18,50,4200
/artists/932236-manillio,manillio,Manillio,,7uxtLjuqkJ3cnjQQuW6Cul,33,15929,32400
/artists/3620371-manillo,Manillo,Manillio,,7uxtLjuqkJ3cnjQQuW6Cul,33,15929,32299
/artists/4200116-manilio,Manilio,Manillio,,7uxtLjuqkJ3cnjQQuW6Cul,33,15929,32299
/artists/8912799-manu-louis-vc,Manu Louis ,Manu Louis,,37KpmrJJknftKFjXeA1N6B,2,252,137
/artists/8468633-manu-louis,Manu Louis,Manu Louis,,37KpmrJJknftKFjXeA1N6B,2,252,137
/artists/10091948-manuel-walser,Manuel Walser,Manuel Walser,,3LNGosVeFYo11zTHZ7oj2j,3,26,361
/artists/8022418-manuel-wulse,Manuel Wülse,Manuel Walser,X,3LNGosVeFYo11zTHZ7oj2j,3,26,361
/artists/7299119-marcolivier-oetterli,Marc-Olivier Oetterli,Marc-Olivier Oetterli,,3f2w0c2aUqSCvsMVpcICOg,0,2,92
/artists/8114813-marc-olivier-oetterli,Marc Olivier Oetterli,Marc-Olivier Oetterli,,3f2w0c2aUqSCvsMVpcICOg,0,2,92
/artists/10143898-marco-kappeli,Marco Kappeli,Marco Käppeli,,01PFotUdgpp0lu0zrmKCaF,0,11,29
/artists/10113663-kappeli,Käppeli,Marco Käppeli,,01PFotUdgpp0lu0zrmKCaF,0,11,29
/artists/4392958-maribou-state,Maribou State,Maribou State,,7zrkALJ9ayRjzysp4QYoEg,64,267191,2500000
/artists/8046848-marilou-ch,MARILOU ,Maribou State,X,7zrkALJ9ayRjzysp4QYoEg,64,267191,2500000
/artists/317102-marilyn-manson,Marilyn Manson,Marilyn Manson,,2VYQTNDsvvKN9wmU5W7xpj,72,3427151,5700000
/artists/10111465-man-man-man,Man Man Man,Marilyn Manson,X,2VYQTNDsvvKN9wmU5W7xpj,72,3427151,5700000
/artists/136719-mario-biondi,Mario Biondi,Mario Biondi,,1dRsXw2TtfCXfqMLRiP088,53,108149,407500
/artists/8523223-mario-bondi,Mario bondi,Mario Biondi,,1dRsXw2TtfCXfqMLRiP088,53,108149,407500
/artists/92822-mark-feldman,Mark Feldman,Mark Feldman,,4SOKSspBiacwf4ovOGG2iA,15,702,6200
/artists/7936208-mark-feldmann,Mark Feldmann,Mark Feldman,,4SOKSspBiacwf4ovOGG2iA,15,702,6200
/artists/6596729-mark-lanegan-band,Mark Lanegan Band,Mark Lanegan,,1fpXM23IoNckJ7NDAm8YJQ,51,194755,431100
/artists/356939-mark-lanegan,Mark Lanegan,Mark Lanegan,,1fpXM23IoNckJ7NDAm8YJQ,51,194755,431100
/artists/4917418-martin-kalberer,Martin Kälberer,Martin Kälberer,,5coyxZUfGNnxd7SeisZakg,21,1224,4200
/artists/2926261-kalberer,Kälberer,Martin Kälberer,,5coyxZUfGNnxd7SeisZakg,21,1224,4200
/artists/440889-martinez,Martinez,Martinez,,7GVu6MlEKOgGFxPsae0NFJ,36,3554,46400
/artists/8904679-martinezch,Martinez,Martinez,,7GVu6MlEKOgGFxPsae0NFJ,36,3554,46400
/artists/3082396-marty-ehrlich-quartet,Marty Ehrlich Quartet,Marty Ehrlich Rites Quartet,,5HqIg8UL9h9VnU54oQ1fs4,0,26,1
/artists/3146256-marty-ehrlich-rites-quartet,Marty Ehrlich Rites Quartet,Marty Ehrlich Rites Quartet,,5HqIg8UL9h9VnU54oQ1fs4,0,26,1
/artists/7230649-spillmann,Spillmann,Mats Spillmann,,6QMAEwD01mGsODb11SrEFt,0,1,2
/artists/10159511-mats-spillmann,Mats Spillmann,Mats Spillmann,,6QMAEwD01mGsODb11SrEFt,0,1,2
/artists/8622999-mathieu-michel,Mathieu Michel,Matthieu Michel,,41FrZElPoQw0plv2d3UL2r,38,239,133000
/artists/8672543-matthieu-michel,Matthieu Michel,Matthieu Michel,,41FrZElPoQw0plv2d3UL2r,38,239,133000
/artists/511523-match,M.a.t.c.h.,Maurice André,X,12LdOpXPkvTuU6nauFBh41,35,11867,55100
/artists/4132186-mit-fool,Mit F.o.o.l,Maurice André,X,12LdOpXPkvTuU6nauFBh41,35,11867,55100
/artists/9131919-me-and-mobi-ch,Me&Mobi ,Me&Mobi,,5gU5CMICDAU7d82EyB4Oku,0,137,28
/artists/8758514-me-and-mobi,Me & Mobi,Me&Mobi,,5gU5CMICDAU7d82EyB4Oku,0,137,28
/artists/448248-meltdown,Meltdown,Meltdown,,4t82buKvhVT0t4FdF1d11i,17,104,7000
/artists/9450019-meltdown-eh,Meltdown ,Meltdown,,4t82buKvhVT0t4FdF1d11i,17,104,7000
/artists/4362133-melvins-lite,Melvins Lite,Melvins,,6aVjo0xHSiuW5hkasoYSR3,51,281647,447800
/artists/207184-melvins,Melvins,Melvins,,6aVjo0xHSiuW5hkasoYSR3,51,281647,447800
/artists/1820726-me,Me,Mew,X,6kDMoHTcBICPILP2aclPWZ,44,123145,122100
/artists/207026-mew,Mew,Mew,,6kDMoHTcBICPILP2aclPWZ,44,123145,122100
/artists/8854319-midilik,Midilik,Midlake,X,4YsP5zmteLQ7etNjHAOu30,46,109156,350900
/artists/66246-midlake,Midlake,Midlake,,4YsP5zmteLQ7etNjHAOu30,46,109156,350900
/artists/1367596-m,-M-,Migos,X,6oMuImdp5ZcFhWP0ESe6mG,82,11782754,18800000
/artists/7222459-migos,Migos,Migos,,6oMuImdp5ZcFhWP0ESe6mG,82,11784944,18800000
/artists/451008-miossec,Miossec,Miossec,,0wf6vuNqTvdRGrmpsPu2kW,37,41961,87500
/artists/8045863-miossec-fr,MIOSSEC ,Miossec,,0wf6vuNqTvdRGrmpsPu2kW,37,41961,87500
/artists/206346-miracle-fortress,Miracle Fortress,Miracle Fortress,,5IBqn0XSlmonqBm9Vf5T2x,17,3874,6500
/artists/9083624-miracle-four,Miracle Four,Miracle Fortress,X,5IBqn0XSlmonqBm9Vf5T2x,17,3874,6500
/artists/332532-modeselektor,Modeselektor,Modeselektor,,2jYMYP2SVifgmzNRQJx3SJ,49,202235,354800
/artists/3415281-modeselektion,Modeselektion,Modeselektor,,2jYMYP2SVifgmzNRQJx3SJ,49,202235,354800
/artists/10096110-mono-blues-band,Mono Blues Band,Mojo Blues Band,X,4Ry4wFq0m8FwZx1J5OKSSk,29,4270,19100
/artists/11267-mojo-blues-band,Mojo Blues Band,Mojo Blues Band,,4Ry4wFq0m8FwZx1J5OKSSk,29,4270,19100
/artists/599905-monkey3,Monkey3,Monkey3,,31GFg2x20JkksUlQxN9BMe,30,25637,24300
/artists/7771479-monkey-3,Monkey 3,Monkey3,,31GFg2x20JkksUlQxN9BMe,30,25637,24300
/artists/316019-montserrat-caballe,Montserrat Caballe,Montserrat Caballé,,6oGu0NZWy8gJ18wggybFqH,51,66067,711400
/artists/224783-montserrat-caball,Montserrat Caball,Montserrat Caballé,,6oGu0NZWy8gJ18wggybFqH,51,66067,711400
/artists/10087599-mord-fuzztang,Mord Fuzztang,Mord Fustang,,34hwBP1esafQoCVtLz7F6K,42,50472,141000
/artists/4270006-mord-fustang,Mord Fustang,Mord Fustang,,34hwBP1esafQoCVtLz7F6K,42,50472,141000
/artists/7588849-motor-city-drum-ensemble-d,Motor City Drum Ensemble ,Motor City Drum Ensemble,,4TlzX7s6kuZDtiBpsopcBf,38,79486,184900
/artists/1678228-motor-city-drum-ensemble,Motor City Drum Ensemble,Motor City Drum Ensemble,,4TlzX7s6kuZDtiBpsopcBf,38,79486,184900
/artists/61825-motor,Motor,Motorama,X,3j0kMFxXTTYsuw1twLClw3,52,173731,426600
/artists/36738-motorama,Motorama,Motorama,,3j0kMFxXTTYsuw1twLClw3,52,173731,426600
/artists/9708079-mrblue-and-the-tight-groove,Mr.Blue & The Tight Groove,Mr Blue & The Tight Groove,,31XwsIrIZ1uTtf4uCN1Xnm,3,71,346
/artists/5205773-tight-groove,The Tight Groove,Mr Blue & The Tight Groove,,31XwsIrIZ1uTtf4uCN1Xnm,4,71,349
/artists/76512-mr-ray,Mr. Ray,Mr. Ray,,2i4GVlEu6cffApP1QcjawY,35,961,68600
/artists/9952929-mr-ray-band,Mr. Ray ,Mr. Ray,,2i4GVlEu6cffApP1QcjawY,35,961,68600
/artists/7200609-mudbath-fr,Mudbath ,Mudeth,X,6ERwcThkHmFXYHH3TagPOY,40,5579,59300
/artists/1700693-mudbath,Mudbath,Mudeth,X,6ERwcThkHmFXYHH3TagPOY,40,5579,59300
/artists/2202327-mumford-and-sons,Mumford & Sons,Mumford & Sons,,3gd8FJtBJtkRxdfbTu19U2,74,6149961,8400000
/artists/8044488-mfmf,Mfmf,Mumford & Sons,X,3gd8FJtBJtkRxdfbTu19U2,74,6149961,8400000
